Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00164,712,1382,100%,0.0,95.82,50774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000164.1?report=genbank&log$=nucltop&blast_rank=17&RID=YYXN6KR6014"",""JANFPF010000164.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00087,712,1382,100%,0.0,95.82,71236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000087.1?report=genbank&log$=nucltop&blast_rank=18&RID=YYXN6KR6014"",""JANFPC010000087.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00025,712,1382,100%,0.0,95.82,51425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000025.1?report=genbank&log$=nucltop&blast_rank=19&RID=YYXN6KR6014"",""JANFPB010000025.1"")"
Bipolaris sorokiniana strain WAI2406 chromosome 3,313,1595,98%,1e-123,95.54,3123712,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZF01000003"",""SRZF01000003.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold02477,251,350,23%,6e-88,93.80,1811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010002477.1?report=genbank&log$=nucltop&blast_rank=21&RID=YYXN6KR6014"",""JANFPC010002477.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold03001,251,251,16%,1e-72,93.80,1587,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010003001.1?report=genbank&log$=nucltop&blast_rank=22&RID=YYXN6KR6014"",""JANFPF010003001.1"")"
Bipolaris sorokiniana strain WAI2406 chromosome 11,337,1512,100%,2e-110,92.70,2132657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZF01000011"",""SRZF01000011.1"")"
Bipolaris sorokiniana strain WAI2411 chromosome 9,415,1367,99%,0.0,92.27,2111142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZE01000007"",""SRZE01000007.1"")"
Bipolaris zeicola strain GZL10 utg2_pilon,683,1196,86%,0.0,89.68,2431170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUBC010000003.1?report=genbank&log$=nucltop&blast_rank=25&RID=YYXN6KR6014"",""JAEUBC010000003.1"")"
Bipolaris sp. L1-2 Contig00002,667,1492,100%,0.0,89.42,2531605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANTPY010000002.1?report=genbank&log$=nucltop&blast_rank=26&RID=YYXN6KR6014"",""JANTPY010000002.1"")"
Bipolaris gigantea strain 17LC008 17LC008_Mas339_Reference_Scaffold00050,667,1493,100%,0.0,89.42,98883,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPE010000050.1?report=genbank&log$=nucltop&blast_rank=27&RID=YYXN6KR6014"",""JANFPE010000050.1"")"
Bipolaris sorokiniana strain HD 3091 contig_531,665,1492,100%,0.0,89.14,32235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFT010000204.1?report=genbank&log$=nucltop&blast_rank=28&RID=YYXN6KR6014"",""JBJRFT010000204.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_8_Cont9,177,630,51%,1e-158,87.00,2016377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000009.1?report=genbank&log$=nucltop&blast_rank=29&RID=YYXN6KR6014"",""JAQZZQ010000009.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00010,869,2304,100%,0.0,86.73,1956542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000010.1?report=genbank&log$=nucltop&blast_rank=30&RID=YYXN6KR6014"",""JBBEUP010000010.1"")"
Bipolaris sorokiniana strain BRIP10943a chromosome 9,862,1379,100%,0.0,85.92,2084447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZH01000009"",""SRZH01000009.1"")"
Bipolaris sorokiniana isolate BS112 scf7180000000241.668248,862,1379,100%,0.0,85.92,668248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000014"",""RCTM01000014.1"")"
Bipolaris sorokiniana isolate BS112 scf7180000000228.1880955,862,1379,100%,0.0,85.92,1880955,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000005"",""RCTM01000005.1"")"
Bipolaris sorokiniana strain HD 3091 contig_502,862,1379,100%,0.0,85.92,50427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFT010000187.1?report=genbank&log$=nucltop&blast_rank=34&RID=YYXN6KR6014"",""JBJRFT010000187.1"")"
Bipolaris sorokiniana strain RAJ 3972 contig_440,862,1379,100%,0.0,85.92,954422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFR010000207.1?report=genbank&log$=nucltop&blast_rank=35&RID=YYXN6KR6014"",""JBJRFR010000207.1"")"
Bipolaris sorokiniana strain Black contig_508_pilon,862,1379,100%,0.0,85.92,23436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFO010000190.1?report=genbank&log$=nucltop&blast_rank=36&RID=YYXN6KR6014"",""JBJRFO010000190.1"")"
Bipolaris sorokiniana strain HI 1538 contig_564_pilon,862,1379,100%,0.0,85.92,50978,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000251.1?report=genbank&log$=nucltop&blast_rank=37&RID=YYXN6KR6014"",""JBJRFN010000251.1"")"
Bipolaris sorokiniana strain MP 1261 contig_159_pilon,862,1944,100%,0.0,85.92,1170245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFM010000023.1?report=genbank&log$=nucltop&blast_rank=38&RID=YYXN6KR6014"",""JBJRFM010000023.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00001,862,1379,100%,0.0,85.92,3926704,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000001.1?report=genbank&log$=nucltop&blast_rank=39&RID=YYXN6KR6014"",""JBBEUP010000001.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 6,862,1379,100%,0.0,85.92,2215954,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000006.1?report=genbank&log$=nucltop&blast_rank=40&RID=YYXN6KR6014"",""JASPLA010000006.1"")"
Bipolaris sp. L1-2 Contig00005,862,1379,100%,0.0,85.92,2295453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANTPY010000005.1?report=genbank&log$=nucltop&blast_rank=41&RID=YYXN6KR6014"",""JANTPY010000005.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_5_Cont133,862,1379,100%,0.0,85.92,22521,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000133"",""AEIN01000133.1"")"
Bipolaris sorokiniana strain (Sacc.) Shoemaker scaffold00003,862,1385,100%,0.0,85.71,2119570,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WNKQ01000003"",""WNKQ01000003.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00630,858,1415,100%,0.0,85.71,18892,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000630.1?report=genbank&log$=nucltop&blast_rank=44&RID=YYXN6KR6014"",""JANFPC010000630.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_11_Cont12,857,1393,100%,0.0,85.51,1849470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000012.1?report=genbank&log$=nucltop&blast_rank=45&RID=YYXN6KR6014"",""JAQZZQ010000012.1"")"
Bipolaris maydis strain BM-1-MG-1 contig_111,857,1423,100%,0.0,85.51,1861250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMFQD010000043.1?report=genbank&log$=nucltop&blast_rank=46&RID=YYXN6KR6014"",""JAMFQD010000043.1"")"
Bipolaris gigantea isolate BG_F utg8_pilon_pilon,855,1414,100%,0.0,85.51,698541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBXZX010000003.1?report=genbank&log$=nucltop&blast_rank=47&RID=YYXN6KR6014"",""JBBXZX010000003.1"")"
Bipolaris gigantea strain 17CL005 17CL005_Mas333_Reference_Scaffold00103,855,1411,100%,0.0,85.51,59215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPG010000103.1?report=genbank&log$=nucltop&blast_rank=48&RID=YYXN6KR6014"",""JANFPG010000103.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00360,855,1415,100%,0.0,85.51,31975,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000360.1?report=genbank&log$=nucltop&blast_rank=49&RID=YYXN6KR6014"",""JANFPF010000360.1"")"
Bipolaris gigantea strain 17LC008 17LC008_Mas339_Reference_Scaffold00397,855,1411,100%,0.0,85.51,32389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPE010000397.1?report=genbank&log$=nucltop&blast_rank=50&RID=YYXN6KR6014"",""JANFPE010000397.1"")"
Bipolaris gigantea strain 17MA004 17MA004-new_Mas3.3_Scaffold01388,855,1414,100%,0.0,85.51,5757,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPD010001388.1?report=genbank&log$=nucltop&blast_rank=51&RID=YYXN6KR6014"",""JANFPD010001388.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00349,855,1411,100%,0.0,85.51,23266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000349.1?report=genbank&log$=nucltop&blast_rank=52&RID=YYXN6KR6014"",""JANFPB010000349.1"")"
Bipolaris gigantea strain 18NL004 18NL004-new_Mas3.3_Scaffold00569,855,1414,100%,0.0,85.51,20653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPA010000569.1?report=genbank&log$=nucltop&blast_rank=53&RID=YYXN6KR6014"",""JANFPA010000569.1"")"
Bipolaris gigantea isolate 15JK003 15JK03_V_Contig00439,855,1414,100%,0.0,85.51,22489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALPSE010000439.1?report=genbank&log$=nucltop&blast_rank=54&RID=YYXN6KR6014"",""JALPSE010000439.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00575,854,1414,100%,0.0,85.31,19027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000575.1?report=genbank&log$=nucltop&blast_rank=55&RID=YYXN6KR6014"",""JANFPB010000575.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00603,408,408,30%,2e-121,84.98,20279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000603.1?report=genbank&log$=nucltop&blast_rank=56&RID=YYXN6KR6014"",""JANFPC010000603.1"")"
Bipolaris victoriae FI3 Cvic_tig06,612,1384,100%,0.0,84.96,2461692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000006"",""AMCY02000006.1"")"
Bipolaris sorokiniana strain WAI2411 chromosome 2 WAI2411_contig_17_racon3,383,1444,100%,0.0,84.65,776846,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZE01000017"",""SRZE01000017.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00802,309,309,22%,2e-87,84.48,14127,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000802.1?report=genbank&log$=nucltop&blast_rank=59&RID=YYXN6KR6014"",""JANFPF010000802.1"")"
Bipolaris cookei strain LSLP18.3 scaffold34,216,255,19%,2e-59,84.38,369350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRSV01000034"",""NRSV01000034.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 9,832,1403,100%,0.0,83.30,2027545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000009.1?report=genbank&log$=nucltop&blast_rank=61&RID=YYXN6KR6014"",""JASPLA010000009.1"")"
Bipolaris sorokiniana strain WAI2406 chromosome 9,730,1222,100%,0.0,82.76,2203058,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZF01000009"",""SRZF01000009.1"")"
Bipolaris oryzae isolate F1409 scaffold_4,817,1391,100%,0.0,82.45,2977022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYG010000004.1?report=genbank&log$=nucltop&blast_rank=63&RID=YYXN6KR6014"",""JBNFYG010000004.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00005,592,1365,100%,0.0,81.07,2390032,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000005.1?report=genbank&log$=nucltop&blast_rank=64&RID=YYXN6KR6014"",""JBBEUP010000005.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00006,791,2130,100%,0.0,79.39,2340117,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000006.1?report=genbank&log$=nucltop&blast_rank=65&RID=YYXN6KR6014"",""JBBEUP010000006.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00011,620,1794,100%,0.0,79.11,1953201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000011.1?report=genbank&log$=nucltop&blast_rank=66&RID=YYXN6KR6014"",""JBBEUP010000011.1"")"
Bipolaris sivanesaniana strain HL-12 Scaffold14,600,1186,99%,0.0,77.28,1586083,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBVFXH010000014.1?report=genbank&log$=nucltop&blast_rank=67&RID=YYXN6KR6014"",""JBVFXH010000014.1"")"
Bipolaris sorokiniana strain RAJ 3705 contig_504_pilon,231,231,18%,2e-61,72.41,9725,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFQ010000323.1?report=genbank&log$=nucltop&blast_rank=68&RID=YYXN6KR6014"",""JBJRFQ010000323.1"")"
Bipolaris oryzae isolate F1248 scaffold_9,491,1122,100%,7e-150,70.09,1825623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBMDHX010000009.1?report=genbank&log$=nucltop&blast_rank=69&RID=YYXN6KR6014"",""JBMDHX010000009.1"")"
Bipolaris victoriae FI3 Cvic_tig19,194,688,72%,2e-80,69.12,58772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000019"",""AMCY02000019.1"")"
Bipolaris sorokiniana isolate BS112 scf7180000000225.3245588,262,565,50%,2e-114,68.48,3245588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000002"",""RCTM01000002.1"")"
Bipolaris sorokiniana strain DDK 1025 contig_470_pilon,262,565,50%,2e-114,68.48,213251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFL010000164.1?report=genbank&log$=nucltop&blast_rank=72&RID=YYXN6KR6014"",""JBJRFL010000164.1"")"
Bipolaris sorokiniana strain SEED 28 contig_433,262,565,50%,2e-114,68.48,135677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFP010000136.1?report=genbank&log$=nucltop&blast_rank=73&RID=YYXN6KR6014"",""JBJRFP010000136.1"")"
Bipolaris sorokiniana strain RAJ 3972 contig_332,262,565,50%,2e-114,68.48,69739,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFR010000064.1?report=genbank&log$=nucltop&blast_rank=74&RID=YYXN6KR6014"",""JBJRFR010000064.1"")"
Bipolaris sorokiniana strain RAJ 3705 contig_335_pilon,262,565,50%,2e-114,68.48,63183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFQ010000288.1?report=genbank&log$=nucltop&blast_rank=75&RID=YYXN6KR6014"",""JBJRFQ010000288.1"")"
Bipolaris sorokiniana strain HI 1538 contig_435_pilon,262,565,50%,2e-114,68.48,39640,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000177.1?report=genbank&log$=nucltop&blast_rank=76&RID=YYXN6KR6014"",""JBJRFN010000177.1"")"
Bipolaris sorokiniana strain Black contig_435_pilon,262,565,50%,2e-114,68.48,26407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFO010000157.1?report=genbank&log$=nucltop&blast_rank=77&RID=YYXN6KR6014"",""JBJRFO010000157.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_4_Cont105,262,565,50%,2e-114,68.48,16734,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000105"",""AEIN01000105.1"")"
Bipolaris sorokiniana strain KO 5803 contig_715,262,565,50%,2e-114,68.48,11559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFS010000498.1?report=genbank&log$=nucltop&blast_rank=79&RID=YYXN6KR6014"",""JBJRFS010000498.1"")"
Bipolaris oryzae isolate TG12bL2 contig_237,261,805,81%,2e-71,68.28,29008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LNFW01000202"",""LNFW01000202.1"")"
Bipolaris sorokiniana strain DDK 1025 contig_228_pilon,261,805,81%,2e-71,68.28,234175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFL010000048.1?report=genbank&log$=nucltop&blast_rank=81&RID=YYXN6KR6014"",""JBJRFL010000048.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 8,261,805,81%,2e-71,68.28,2028267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000008.1?report=genbank&log$=nucltop&blast_rank=82&RID=YYXN6KR6014"",""JASPLA010000008.1"")"
Bipolaris victoriae FI3 Cvic_tig04,261,774,65%,2e-71,68.28,2909536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000004"",""AMCY02000004.1"")"
Bipolaris sorokiniana strain WAI2406 chromosome 1,439,1707,100%,0.0,68.23,4014556,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZF01000001"",""SRZF01000001.1"")"
Bipolaris sorokiniana strain BRIP27492a chromosome 7,213,213,21%,2e-55,66.26,2128958,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZG01000007"",""SRZG01000007.1"")"
Bipolaris sorokiniana strain DDK 1025 contig_441_pilon,213,213,23%,1e-55,61.54,535225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFL010000149.1?report=genbank&log$=nucltop&blast_rank=86&RID=YYXN6KR6014"",""JBJRFL010000149.1"")"
Bipolaris sorokiniana strain SEED 28 contig_349,213,213,23%,1e-55,61.54,1358762,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFP010000250.1?report=genbank&log$=nucltop&blast_rank=87&RID=YYXN6KR6014"",""JBJRFP010000250.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00008,213,213,23%,1e-55,61.54,1968754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000008.1?report=genbank&log$=nucltop&blast_rank=88&RID=YYXN6KR6014"",""JBBEUP010000008.1"")"
Bipolaris sorokiniana strain RAJ 3705 contig_584_pilon,213,213,23%,2e-55,61.54,17711,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFQ010000306.1?report=genbank&log$=nucltop&blast_rank=89&RID=YYXN6KR6014"",""JBJRFQ010000306.1"")"
Bipolaris sorokiniana strain KO 5803 contig_1204,213,213,23%,2e-55,61.54,21426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFS010000179.1?report=genbank&log$=nucltop&blast_rank=90&RID=YYXN6KR6014"",""JBJRFS010000179.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_12_Cont266,213,213,23%,2e-55,61.54,161460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000266"",""AEIN01000266.1"")"
Bipolaris sorokiniana strain HI 1538 contig_504_pilon,213,213,23%,2e-55,61.54,377687,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000222.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYXN6KR6014"",""JBJRFN010000222.1"")"
Bipolaris sorokiniana strain RAJ 3972 contig_360,213,213,23%,2e-55,61.54,544540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFR010000124.1?report=genbank&log$=nucltop&blast_rank=93&RID=YYXN6KR6014"",""JBJRFR010000124.1"")"
Bipolaris sorokiniana strain HD 3091 contig_338,213,213,23%,2e-55,61.54,575875,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFT010000095.1?report=genbank&log$=nucltop&blast_rank=94&RID=YYXN6KR6014"",""JBJRFT010000095.1"")"
Bipolaris sorokiniana strain MP 1261 contig_409_pilon,213,213,23%,2e-55,61.54,585664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFM010000148.1?report=genbank&log$=nucltop&blast_rank=95&RID=YYXN6KR6014"",""JBJRFM010000148.1"")"
Bipolaris sorokiniana strain Black contig_336_pilon,213,213,23%,2e-55,61.54,754800,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFO010000106.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYXN6KR6014"",""JBJRFO010000106.1"")"
Bipolaris sp. L1-2 Contig00007,213,213,23%,2e-55,61.54,1530540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANTPY010000007.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYXN6KR6014"",""JANTPY010000007.1"")"
Bipolaris sorokiniana strain (Sacc.) Shoemaker scaffold00005,213,213,23%,2e-55,61.54,1797750,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WNKQ01000005"",""WNKQ01000005.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 10,213,213,23%,2e-55,61.54,2023662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000010.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYXN6KR6014"",""JASPLA010000010.1"")"
Bipolaris sorokiniana isolate BS112 scf7180000000227.2114703,213,213,23%,2e-55,61.54,2114703,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000004"",""RCTM01000004.1"")"



		


