Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Bipolaris sorokiniana strain (Sacc.) Shoemaker scaffold00003,862,1385,100%,0.0,85.71,2119570,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WNKQ01000003"",""WNKQ01000003.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00630,858,1415,100%,0.0,85.71,18892,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000630.1?report=genbank&log$=nucltop&blast_rank=15&RID=UFZ7FK8C014"",""JANFPC010000630.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_11_Cont12,857,1393,100%,0.0,85.51,1849470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000012.1?report=genbank&log$=nucltop&blast_rank=16&RID=UFZ7FK8C014"",""JAQZZQ010000012.1"")"
Bipolaris maydis strain BM-1-MG-1 contig_111,857,1423,100%,0.0,85.51,1861250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMFQD010000043.1?report=genbank&log$=nucltop&blast_rank=17&RID=UFZ7FK8C014"",""JAMFQD010000043.1"")"
Bipolaris gigantea isolate BG_F utg8_pilon_pilon,855,1414,100%,0.0,85.51,698541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBXZX010000003.1?report=genbank&log$=nucltop&blast_rank=18&RID=UFZ7FK8C014"",""JBBXZX010000003.1"")"
Bipolaris gigantea strain 17CL005 17CL005_Mas333_Reference_Scaffold00103,855,1411,100%,0.0,85.51,59215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPG010000103.1?report=genbank&log$=nucltop&blast_rank=19&RID=UFZ7FK8C014"",""JANFPG010000103.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00360,855,1415,100%,0.0,85.51,31975,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000360.1?report=genbank&log$=nucltop&blast_rank=20&RID=UFZ7FK8C014"",""JANFPF010000360.1"")"
Bipolaris gigantea strain 17LC008 17LC008_Mas339_Reference_Scaffold00397,855,1411,100%,0.0,85.51,32389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPE010000397.1?report=genbank&log$=nucltop&blast_rank=21&RID=UFZ7FK8C014"",""JANFPE010000397.1"")"
Bipolaris gigantea strain 17MA004 17MA004-new_Mas3.3_Scaffold01388,855,1414,100%,0.0,85.51,5757,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPD010001388.1?report=genbank&log$=nucltop&blast_rank=22&RID=UFZ7FK8C014"",""JANFPD010001388.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00349,855,1411,100%,0.0,85.51,23266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000349.1?report=genbank&log$=nucltop&blast_rank=23&RID=UFZ7FK8C014"",""JANFPB010000349.1"")"
Bipolaris gigantea strain 18NL004 18NL004-new_Mas3.3_Scaffold00569,855,1414,100%,0.0,85.51,20653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPA010000569.1?report=genbank&log$=nucltop&blast_rank=24&RID=UFZ7FK8C014"",""JANFPA010000569.1"")"
Bipolaris gigantea isolate 15JK003 15JK03_V_Contig00439,855,1414,100%,0.0,85.51,22489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALPSE010000439.1?report=genbank&log$=nucltop&blast_rank=25&RID=UFZ7FK8C014"",""JALPSE010000439.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00575,854,1414,100%,0.0,85.31,19027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000575.1?report=genbank&log$=nucltop&blast_rank=26&RID=UFZ7FK8C014"",""JANFPB010000575.1"")"
Curvularia lunata CX-3 scaffold94_1,847,1427,100%,0.0,84.49,33866,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/JFHG01002349"",""JFHG01002349.1"")"
Alternaria chlamydospora strain SC11 contig1,842,1417,100%,0.0,84.29,5370705,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000001.1?report=genbank&log$=nucltop&blast_rank=28&RID=UFZ7FK8C014"",""JBJYIS010000001.1"")"
Curvularia eragrostidis strain C52 isolate Optical lens scaffold_158,841,1423,100%,0.0,84.29,37528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAIRCK010000158.1?report=genbank&log$=nucltop&blast_rank=29&RID=UFZ7FK8C014"",""JAIRCK010000158.1"")"
Pyrenophora seminiperda CCB06 contig01148,840,1023,74%,0.0,83.88,15740,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/ATLS01000625"",""ATLS01000625.1"")"
"Curvularia pisi isolate BF9368 genome assembly, contig: Scaffold_97",840,1434,100%,0.0,83.47,71122,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBCPGI010000097.1?report=genbank&log$=nucltop&blast_rank=31&RID=UFZ7FK8C014"",""CBCPGI010000097.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 9,832,1403,100%,0.0,83.30,2027545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000009.1?report=genbank&log$=nucltop&blast_rank=32&RID=UFZ7FK8C014"",""JASPLA010000009.1"")"
Laburnicola sp. JP_R_19 000068F_pilon_pilon,832,2104,100%,0.0,83.27,1364882,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VOIT01000072"",""VOIT01000072.1"")"
Laburnicola rhizohalophila strain JP-R-19 chromosome 7,832,2221,100%,0.0,83.27,5041560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAUPCS010000007.1?report=genbank&log$=nucltop&blast_rank=34&RID=UFZ7FK8C014"",""JAUPCS010000007.1"")"
Laburnicola rhizohalophila strain JP-R2018DY-8A chromosome 7,832,2409,100%,0.0,83.27,5075704,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAUOZT010000007.1?report=genbank&log$=nucltop&blast_rank=35&RID=UFZ7FK8C014"",""JAUOZT010000007.1"")"
Laburnicola rhizohalophila strain JP-R2018DY-11A chromosome 4,832,2222,100%,0.0,83.27,5165667,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAULRH010000004.1?report=genbank&log$=nucltop&blast_rank=36&RID=UFZ7FK8C014"",""JAULRH010000004.1"")"
Pyrenophora tritici-repentis isolate V0001 V1_contig_00012,832,1919,100%,0.0,83.06,1424541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SAXQ01000012"",""SAXQ01000012.1"")"
Pyrenophora tritici-repentis strain Alg215 Alg215_scaffold_00479,832,1388,100%,0.0,83.06,17948,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RXHK01000479"",""RXHK01000479.1"")"
Pyrenophora tritici-repentis strain CC142 CC142_scaffold_00573,832,1388,100%,0.0,83.06,16731,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOU01000573"",""PSOU01000573.1"")"
Pyrenophora tritici-repentis strain EW306-2-1 EW13061_scaffold_00530,832,1388,100%,0.0,83.06,17624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOT01000530"",""PSOT01000530.1"")"
Pyrenophora tritici-repentis strain EW4-4 EW4_scaffold_00526,832,1388,100%,0.0,83.06,18390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOS01000526"",""PSOS01000526.1"")"
Pyrenophora tritici-repentis strain EW7m1 EW7m1_scaffold_00614,832,1388,100%,0.0,83.06,13762,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOR01000614"",""PSOR01000614.1"")"
Pyrenophora tritici-repentis strain SN001A SN001A_scaffold_00554,832,1388,100%,0.0,83.06,16644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOQ01000554"",""PSOQ01000554.1"")"
Pyrenophora tritici-repentis strain SN001C SN001C_scaffold_00591,832,1388,100%,0.0,83.06,16622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOP01000591"",""PSOP01000591.1"")"
Pyrenophora tritici-repentis strain SN002B SN002B_scaffold_00569,832,1388,100%,0.0,83.06,16989,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOO01000569"",""PSOO01000569.1"")"
Pyrenophora tritici-repentis strain 86-124 chromosome 6 PTR86124_contig_00017,832,1919,100%,0.0,83.06,874950,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRDI02000017"",""NRDI02000017.1"")"
Pyrenophora tritici-repentis strain ARCrossB10 ARCrossB10_scaffold_00479,832,1388,100%,0.0,83.06,18697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQWZ01000479"",""NQWZ01000479.1"")"
Pyrenophora tritici-repentis strain M4 chromosome 6,832,1919,100%,0.0,83.06,3057012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQIK02000006"",""NQIK02000006.1"")"
Pyrenophora tritici-repentis strain 5213 5213_00460,832,1388,100%,0.0,83.06,18805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBI01000460"",""MVBI01000460.1"")"
Pyrenophora tritici-repentis strain 239 239_00455,832,1384,100%,0.0,83.06,18793,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBH01000455"",""MVBH01000455.1"")"
Pyrenophora tritici-repentis strain 11137 11137_00421,832,1388,100%,0.0,83.06,18849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBG01000411"",""MVBG01000411.1"")"
Pyrenophora tritici-repentis strain 134 chromosome 6 ptr134_contig_00005,832,1917,100%,0.0,83.06,2687279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBF02000005"",""MVBF02000005.1"")"
Pyrenophora tritici-repentis strain DW5 chromosome 6,832,1388,100%,0.0,83.06,2737331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MUXC02000006"",""MUXC02000006.1"")"
Pyrenophora tritici-repentis strain ASC1 contig00479,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYY010000479.1?report=genbank&log$=nucltop&blast_rank=54&RID=UFZ7FK8C014"",""JAMBYY010000479.1"")"
Pyrenophora tritici-repentis strain I-33-1 contig00452,832,1388,100%,0.0,83.06,18435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYX010000452.1?report=genbank&log$=nucltop&blast_rank=55&RID=UFZ7FK8C014"",""JAMBYX010000452.1"")"
Pyrenophora tritici-repentis strain L3-1 contig00428,832,1388,100%,0.0,83.06,17968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYW010000428.1?report=genbank&log$=nucltop&blast_rank=56&RID=UFZ7FK8C014"",""JAMBYW010000428.1"")"
Pyrenophora tritici-repentis strain L4-1 contig00448,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYV010000448.1?report=genbank&log$=nucltop&blast_rank=57&RID=UFZ7FK8C014"",""JAMBYV010000448.1"")"
Pyrenophora tritici-repentis strain SW20-7 contig00448,832,1388,100%,0.0,83.06,17968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYU010000448.1?report=genbank&log$=nucltop&blast_rank=58&RID=UFZ7FK8C014"",""JAMBYU010000448.1"")"
Pyrenophora tritici-repentis strain SW2-1 contig00422,832,1388,100%,0.0,83.06,18363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYT010000422.1?report=genbank&log$=nucltop&blast_rank=59&RID=UFZ7FK8C014"",""JAMBYT010000422.1"")"
Pyrenophora tritici-repentis strain SW21-1 contig00449,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYS010000449.1?report=genbank&log$=nucltop&blast_rank=60&RID=UFZ7FK8C014"",""JAMBYS010000449.1"")"
Pyrenophora tritici-repentis strain SW21-7 contig00433,832,1388,100%,0.0,83.06,18369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYR010000433.1?report=genbank&log$=nucltop&blast_rank=61&RID=UFZ7FK8C014"",""JAMBYR010000433.1"")"
Pyrenophora tritici-repentis strain SW21-8 contig00425,832,1388,100%,0.0,83.06,18452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYQ010000425.1?report=genbank&log$=nucltop&blast_rank=62&RID=UFZ7FK8C014"",""JAMBYQ010000425.1"")"
Pyrenophora tritici-repentis strain SW7-5 contig00430,832,1388,100%,0.0,83.06,18424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYP010000430.1?report=genbank&log$=nucltop&blast_rank=63&RID=UFZ7FK8C014"",""JAMBYP010000430.1"")"
Pyrenophora tritici-repentis strain 86-124 contig00510,832,1388,100%,0.0,83.06,17864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYO010000510.1?report=genbank&log$=nucltop&blast_rank=64&RID=UFZ7FK8C014"",""JAMBYO010000510.1"")"
Pyrenophora tritici-repentis strain AB88-2 contig00427,832,1388,100%,0.0,83.06,18360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYN010000427.1?report=genbank&log$=nucltop&blast_rank=65&RID=UFZ7FK8C014"",""JAMBYN010000427.1"")"
Pyrenophora tritici-repentis strain L2-1 contig00450,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYM010000450.1?report=genbank&log$=nucltop&blast_rank=66&RID=UFZ7FK8C014"",""JAMBYM010000450.1"")"
Pyrenophora tritici-repentis strain SW1-2 contig00459,832,1388,100%,0.0,83.06,17966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYL010000459.1?report=genbank&log$=nucltop&blast_rank=67&RID=UFZ7FK8C014"",""JAMBYL010000459.1"")"
Pyrenophora tritici-repentis strain SW15-1 contig00440,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYK010000440.1?report=genbank&log$=nucltop&blast_rank=68&RID=UFZ7FK8C014"",""JAMBYK010000440.1"")"
Pyrenophora tritici-repentis strain Alg3-24 contig00435,832,1388,100%,0.0,83.06,18882,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXZ010000435.1?report=genbank&log$=nucltop&blast_rank=69&RID=UFZ7FK8C014"",""JAMBXZ010000435.1"")"
Pyrenophora tritici-repentis strain Alg4x-1 contig00430,832,1388,100%,0.0,83.06,19047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXY010000430.1?report=genbank&log$=nucltop&blast_rank=70&RID=UFZ7FK8C014"",""JAMBXY010000430.1"")"
Pyrenophora tritici-repentis strain AZ35-5 contig00470,832,1385,100%,0.0,83.06,17250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXS010000470.1?report=genbank&log$=nucltop&blast_rank=71&RID=UFZ7FK8C014"",""JAMBXS010000470.1"")"
Pyrenophora tritici-repentis strain I-35-18 contig00462,832,1385,100%,0.0,83.06,18783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXO010000462.1?report=genbank&log$=nucltop&blast_rank=72&RID=UFZ7FK8C014"",""JAMBXO010000462.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 chromosome 6,832,1915,100%,0.0,83.06,2884932,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000007.1?report=genbank&log$=nucltop&blast_rank=73&RID=UFZ7FK8C014"",""JAHCYZ010000007.1"")"
Pyrenophora tritici-repentis isolate AR CrossB10 chromosome 6 AR_Contig10,832,1388,100%,0.0,83.06,1067772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JADZLV010000010.1?report=genbank&log$=nucltop&blast_rank=74&RID=UFZ7FK8C014"",""JADZLV010000010.1"")"
Pyrenophora tritici-repentis Pt-1C-BFP cont1.237,832,1388,100%,0.0,83.06,21300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AAXI01000237"",""AAXI01000237.1"")"
Alternaria chlamydospora strain SC11 contig3,830,2747,100%,0.0,82.45,3654769,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000003.1?report=genbank&log$=nucltop&blast_rank=76&RID=UFZ7FK8C014"",""JBJYIS010000003.1"")"
Bipolaris oryzae isolate F1409 scaffold_4,817,1391,100%,0.0,82.45,2977022,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYG010000004.1?report=genbank&log$=nucltop&blast_rank=77&RID=UFZ7FK8C014"",""JBNFYG010000004.1"")"
"Alternaria atra isolate CS162 genome assembly, contig: 40",824,1250,97%,0.0,82.04,149725,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CAJRGZ010000036.1?report=genbank&log$=nucltop&blast_rank=78&RID=UFZ7FK8C014"",""CAJRGZ010000036.1"")"
Ophiobolus disseminans strain CBS 113818 CC86scaffold_40_Cont379,820,1360,100%,0.0,82.04,26233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAEJK010000379.1?report=genbank&log$=nucltop&blast_rank=79&RID=UFZ7FK8C014"",""JAAEJK010000379.1"")"
Alternaria chlamydospora strain SC11 contig10,823,1349,100%,0.0,81.84,1889637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000010.1?report=genbank&log$=nucltop&blast_rank=80&RID=UFZ7FK8C014"",""JBJYIS010000010.1"")"
Alternaria chlamydospora strain SC11 contig4,821,1399,100%,0.0,81.84,3269079,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000004.1?report=genbank&log$=nucltop&blast_rank=81&RID=UFZ7FK8C014"",""JBJYIS010000004.1"")"
Nothophoma quercina strain M97-236 scaffold_42,823,1249,99%,0.0,81.63,274101,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAKIXB020000042.1?report=genbank&log$=nucltop&blast_rank=82&RID=UFZ7FK8C014"",""JAKIXB020000042.1"")"
Alternaria rosae strain MPI-PUGE-AT-0040 BKA58scaffold_5,823,1249,99%,0.0,81.63,2582864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHBNI010000005.1?report=genbank&log$=nucltop&blast_rank=83&RID=UFZ7FK8C014"",""JAHBNI010000005.1"")"
Lizonia empirigonia strain CBS 542.76 EJ07scaffold_348,830,980,73%,0.0,81.22,8547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAADKA010000348.1?report=genbank&log$=nucltop&blast_rank=84&RID=UFZ7FK8C014"",""JAADKA010000348.1"")"
Alternaria chlamydospora strain SC11 contig2,809,1305,100%,0.0,80.61,4774163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000002.1?report=genbank&log$=nucltop&blast_rank=85&RID=UFZ7FK8C014"",""JBJYIS010000002.1"")"
Pyrenophora tritici-repentis strain 92-171R5 contig00673,796,1334,100%,0.0,80.20,11992,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYA010000673.1?report=genbank&log$=nucltop&blast_rank=86&RID=UFZ7FK8C014"",""JAMBYA010000673.1"")"
Pyrenophora graminea strain CBS 336.29 CBS33629_289,792,1330,100%,0.0,79.80,30833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBJ01002681"",""MVBJ01002681.1"")"
Exserohilum rostratum strain SCAU-6 NODE_265,788,1001,79%,0.0,79.59,19196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBCJFC010000265.1?report=genbank&log$=nucltop&blast_rank=88&RID=UFZ7FK8C014"",""JBCJFC010000265.1"")"
Parastagonospora avenae f. sp. tritici 18332-5 NODE_128_length_61836_cov_44.907673,796,1334,100%,0.0,79.43,61836,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAFJTR010000127.1?report=genbank&log$=nucltop&blast_rank=89&RID=UFZ7FK8C014"",""JAFJTR010000127.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00006,791,2130,100%,0.0,79.39,2340117,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000006.1?report=genbank&log$=nucltop&blast_rank=90&RID=UFZ7FK8C014"",""JBBEUP010000006.1"")"
Pleosporales sp. CS-2015 strain CBS 340.76 scf_8250_185.contig_1,791,1329,100%,0.0,79.23,30296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LLCA01000185"",""LLCA01000185.1"")"
Parastagonospora avenae f. sp. tritici 18332-5 NODE_132_length_54572_cov_43.337617,781,1182,92%,0.0,78.62,54572,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAFJTR010000131.1?report=genbank&log$=nucltop&blast_rank=92&RID=UFZ7FK8C014"",""JAFJTR010000131.1"")"
Parastagonospora avenae f. sp. tritici 18332-5 NODE_221_length_11467_cov_59.611013,954,1222,98%,0.0,76.57,11467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAFJTR010000220.1?report=genbank&log$=nucltop&blast_rank=93&RID=UFZ7FK8C014"",""JAFJTR010000220.1"")"
"TPA_asm: Phaeosphaeriaceae sp. genome assembly, contig: ERZ3422165_198",1093,1280,100%,0.0,76.54,11746,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CAXBDF010000146.1?report=genbank&log$=nucltop&blast_rank=94&RID=UFZ7FK8C014"",""CAXBDF010000146.1"")"
Alternaria gansuensis strain LYZ1412 contig_6604,790,1321,100%,0.0,76.22,7675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01006602"",""WBTE01006602.1"")"
Alternaria gansuensis strain LYZ1412 scaffold_198,790,1321,100%,0.0,76.22,128773,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBOK01000198"",""WBOK01000198.1"")"
Pleosporales sp. CS-2015 strain CBS 340.76 scf_8250_195.contig_1,834,1102,92%,0.0,74.17,26716,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LLCA01000195"",""LLCA01000195.1"")"
Ophiosphaerella korrae isolate HCW2 Contig_160,804,1043,94%,0.0,65.81,96294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALNQH010000160.1?report=genbank&log$=nucltop&blast_rank=98&RID=UFZ7FK8C014"",""JALNQH010000160.1"")"
Ophiosphaerella korrae isolate KY162 Contig_287,803,1043,94%,0.0,65.81,53421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALNQF010000287.1?report=genbank&log$=nucltop&blast_rank=99&RID=UFZ7FK8C014"",""JALNQF010000287.1"")"
Dichomera gemmicola isolate DICH contigs_66,794,855,93%,0.0,56.30,114198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBELNT010000065.1?report=genbank&log$=nucltop&blast_rank=100&RID=UFZ7FK8C014"",""JBELNT010000065.1"")"



		


