Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Pyrenophora tritici-repentis strain SW21-8 contig00008,594,1125,100%,0.0,88.02,261182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYQ010000008.1?report=genbank&log$=nucltop&blast_rank=23&RID=UFY6UFAB014"",""JAMBYQ010000008.1"")"
Pyrenophora tritici-repentis strain SW7-5 contig00021,594,1125,100%,0.0,88.02,175414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYP010000021.1?report=genbank&log$=nucltop&blast_rank=24&RID=UFY6UFAB014"",""JAMBYP010000021.1"")"
Pyrenophora tritici-repentis strain 86-124 contig00036,594,1125,100%,0.0,88.02,121615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYO010000036.1?report=genbank&log$=nucltop&blast_rank=25&RID=UFY6UFAB014"",""JAMBYO010000036.1"")"
Pyrenophora tritici-repentis strain AB88-2 contig00199,594,1125,100%,0.0,88.02,54153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYN010000199.1?report=genbank&log$=nucltop&blast_rank=26&RID=UFY6UFAB014"",""JAMBYN010000199.1"")"
Pyrenophora tritici-repentis strain L2-1 contig00037,594,1125,100%,0.0,88.02,146021,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYM010000037.1?report=genbank&log$=nucltop&blast_rank=27&RID=UFY6UFAB014"",""JAMBYM010000037.1"")"
Pyrenophora tritici-repentis strain SW1-2 contig00060,594,1125,100%,0.0,88.02,114354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYL010000060.1?report=genbank&log$=nucltop&blast_rank=28&RID=UFY6UFAB014"",""JAMBYL010000060.1"")"
Pyrenophora tritici-repentis strain SW15-1 contig00092,594,1125,100%,0.0,88.02,95341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYK010000092.1?report=genbank&log$=nucltop&blast_rank=29&RID=UFY6UFAB014"",""JAMBYK010000092.1"")"
Pyrenophora tritici-repentis strain T132-2 contig00068,594,1125,100%,0.0,88.02,95523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYJ010000068.1?report=genbank&log$=nucltop&blast_rank=30&RID=UFY6UFAB014"",""JAMBYJ010000068.1"")"
Pyrenophora tritici-repentis strain AZ35-5 contig00075,594,1125,100%,0.0,88.02,101949,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXS010000075.1?report=genbank&log$=nucltop&blast_rank=31&RID=UFY6UFAB014"",""JAMBXS010000075.1"")"
Pyrenophora tritici-repentis strain T176-2 contig00022,594,1125,100%,0.0,88.02,143989,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXR010000022.1?report=genbank&log$=nucltop&blast_rank=32&RID=UFY6UFAB014"",""JAMBXR010000022.1"")"
Pyrenophora tritici-repentis strain I-34-1 contig00081,594,1125,100%,0.0,88.02,90817,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXP010000081.1?report=genbank&log$=nucltop&blast_rank=33&RID=UFY6UFAB014"",""JAMBXP010000081.1"")"
Pyrenophora tritici-repentis strain I-35-18 contig00013,594,1125,100%,0.0,88.02,198753,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXO010000013.1?report=genbank&log$=nucltop&blast_rank=34&RID=UFY6UFAB014"",""JAMBXO010000013.1"")"
Pyrenophora tritici-repentis isolate I-73-1 chromosome 9,594,1125,100%,0.0,88.02,4003078,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAKRER010000022.1?report=genbank&log$=nucltop&blast_rank=35&RID=UFY6UFAB014"",""JAKRER010000022.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 chromosome 6,594,1125,100%,0.0,88.02,2884932,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000007.1?report=genbank&log$=nucltop&blast_rank=36&RID=UFY6UFAB014"",""JAHCYZ010000007.1"")"
Pyrenophora tritici-repentis Pt-1C-BFP cont1.234,594,1125,100%,0.0,88.02,228326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AAXI01000234"",""AAXI01000234.1"")"
Parastagonospora avenae f. sp. tritici strain SN11IR_6_1.1 ctg00323,591,1116,100%,0.0,87.72,27662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/QVWY01000323"",""QVWY01000323.1"")"
Alternaria sp. 'sect. Undifilum' strain W740-01 Contig00001,766,766,97%,0.0,65.74,13242267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJJZI010000001.1?report=genbank&log$=nucltop&blast_rank=39&RID=UFY6UFAB014"",""JAJJZI010000001.1"")"
Paraphaeosphaeria minitans strain CBS 147.96 scaffold_313,547,707,100%,0.0,59.91,47692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAECZM010000313.1?report=genbank&log$=nucltop&blast_rank=40&RID=UFY6UFAB014"",""JAECZM010000313.1"")"
Paraphaeosphaeria minitans strain IMI 291453 scaffold_312,547,707,100%,0.0,59.91,47698,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAECZI010000312.1?report=genbank&log$=nucltop&blast_rank=41&RID=UFY6UFAB014"",""JAECZI010000312.1"")"
Paraphaeosphaeria minitans strain CBS 641.80 scaffold_469,548,710,100%,0.0,59.87,28069,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAECZK010000469.1?report=genbank&log$=nucltop&blast_rank=42&RID=UFY6UFAB014"",""JAECZK010000469.1"")"
Paraphaeosphaeria minitans strain Conio (IMI134523) Scaffold15,546,1411,100%,0.0,59.66,1603724,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WJXW01000015"",""WJXW01000015.1"")"
Paraphaeosphaeria sporulosa strain DISAAA10515 Scaffold_0268,531,683,95%,5e-174,58.81,10678,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAQOO010000268.1?report=genbank&log$=nucltop&blast_rank=44&RID=UFY6UFAB014"",""JAAQOO010000268.1"")"
Ophiosphaerella korrae isolate KY162 Contig_92,357,617,100%,2e-167,55.52,171242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALNQF010000092.1?report=genbank&log$=nucltop&blast_rank=45&RID=UFY6UFAB014"",""JALNQF010000092.1"")"
Ophiosphaerella korrae isolate HCW2 Contig_223,357,617,100%,2e-167,55.52,65524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALNQH010000223.1?report=genbank&log$=nucltop&blast_rank=46&RID=UFY6UFAB014"",""JALNQH010000223.1"")"
Zopfia rhizophila CBS 207.26 K469scaffold_178_Cont710,338,672,100%,5e-171,54.30,52014,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAEIT010000710.1?report=genbank&log$=nucltop&blast_rank=47&RID=UFY6UFAB014"",""JAAEIT010000710.1"")"
Corynespora cassiicola isolate STNa-1 NODE_353_length_29219_cov_83.621,350,662,100%,7e-168,54.03,29219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMQYC010000353.1?report=genbank&log$=nucltop&blast_rank=48&RID=UFY6UFAB014"",""JAMQYC010000353.1"")"
"Corynespora cassiicola genome assembly, contig: C_cassiicola_TTAGGC_L008_R1_001_(paired)_trimmed_(paired)_contig_553",337,645,99%,6e-129,53.61,20351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/FWCK01000553"",""FWCK01000553.1"")"
Corynespora cassiicola isolate CVa5 NODE_519_length_19763_cov_31.4463,337,645,99%,6e-129,53.61,19763,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICK01000519"",""VICK01000519.1"")"
Corynespora cassiicola isolate CAL-4 NODE_440_length_19695_cov_76.7673,337,645,99%,6e-129,53.61,19695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICL01000440"",""VICL01000440.1"")"
Corynespora cassiicola isolate FlM4 NODE_443_length_19695_cov_63.9159,337,645,99%,6e-129,53.61,19695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBH010000443.1?report=genbank&log$=nucltop&blast_rank=52&RID=UFY6UFAB014"",""JAMKBH010000443.1"")"
Corynespora cassiicola isolate CM13 NODE_727_length_19687_cov_12.595,337,645,99%,6e-129,53.61,19687,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMQYD010000698.1?report=genbank&log$=nucltop&blast_rank=53&RID=UFY6UFAB014"",""JAMQYD010000698.1"")"
Corynespora cassiicola isolate CCI13 Contig_3141,337,645,99%,6e-129,53.61,5520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORX01003140"",""PORX01003140.1"")"
Corynespora cassiicola isolate CCI6 Contig_582,337,645,99%,6e-129,53.61,5520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORW01000582"",""PORW01000582.1"")"
Corynespora cassiicola isolate CIND3 Contig_1117,337,645,99%,6e-129,53.61,5520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORT01001117"",""PORT01001117.1"")"
Corynespora cassiicola isolate CLN16 Contig_886,337,645,99%,6e-129,53.61,5520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORS01000886"",""PORS01000886.1"")"
Corynespora cassiicola isolate CSRI5 Contig_936,337,645,99%,6e-129,53.61,5520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORO01000935"",""PORO01000935.1"")"
Corynespora cassiicola strain ZM170522 isolate XJ jcf7180000000112,346,659,100%,2e-138,53.51,124236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUWY010000009.1?report=genbank&log$=nucltop&blast_rank=59&RID=UFY6UFAB014"",""JAEUWY010000009.1"")"
Zopfia rhizophila CBS 207.26 K469scaffold_56_Cont436,345,664,100%,2e-168,53.50,311156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAEIT010000436.1?report=genbank&log$=nucltop&blast_rank=60&RID=UFY6UFAB014"",""JAAEIT010000436.1"")"
Corynespora cassiicola isolate 1343 NODE_1362_length_2444_cov_54.2091,353,620,96%,5e-138,53.31,2444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMQYB010001313.1?report=genbank&log$=nucltop&blast_rank=61&RID=UFY6UFAB014"",""JAMQYB010001313.1"")"
Corynespora cassiicola isolate ATI11 Contig_84,334,641,99%,9e-128,53.31,14387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/POSD01000084"",""POSD01000084.1"")"
Corynespora cassiicola isolate EDIG Contig_560,334,641,99%,9e-128,53.31,14387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORE01000560"",""PORE01000560.1"")"
Corynespora cassiicola isolate 1551 NODE_629_length_12138_cov_82.9467,350,640,92%,2e-136,53.01,12138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBD010000629.1?report=genbank&log$=nucltop&blast_rank=64&RID=UFY6UFAB014"",""JAMKBD010000629.1"")"
Corynespora cassiicola isolate TCf2 NODE_645_length_12133_cov_78.8179,350,640,92%,2e-136,53.01,12133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBC010000645.1?report=genbank&log$=nucltop&blast_rank=65&RID=UFY6UFAB014"",""JAMKBC010000645.1"")"
Corynespora cassiicola isolate TCl3 NODE_1027_length_9055_cov_18.3362,350,640,92%,2e-136,53.01,9055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICJ01001027"",""VICJ01001027.1"")"
Corynespora cassiicola isolate GSO2 Contig_865,343,656,100%,3e-137,52.92,6893,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORD01000864"",""PORD01000864.1"")"
Corynespora cassiicola strain ZM160181 jcf7180000000467,335,627,99%,1e-163,52.41,42376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUWX010000066.1?report=genbank&log$=nucltop&blast_rank=68&RID=UFY6UFAB014"",""JAEUWX010000066.1"")"
Zopfia rhizophila CBS 207.26 K469scaffold_116_Cont610,311,629,99%,5e-158,51.39,220123,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAEIT010000610.1?report=genbank&log$=nucltop&blast_rank=69&RID=UFY6UFAB014"",""JAAEIT010000610.1"")"
Laburnicola rhizohalophila strain JP-R2018DY-11A chromosome 4,300,1054,96%,2e-161,50.45,5165667,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAULRH010000004.1?report=genbank&log$=nucltop&blast_rank=70&RID=UFY6UFAB014"",""JAULRH010000004.1"")"
Laburnicola rhizohalophila strain JP-R2018DY-8A chromosome 7,300,1624,100%,2e-161,50.45,5075704,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAUOZT010000007.1?report=genbank&log$=nucltop&blast_rank=71&RID=UFY6UFAB014"",""JAUOZT010000007.1"")"
Laburnicola rhizohalophila strain JP-R-19 chromosome 7,300,1051,96%,1e-160,50.45,5041560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAUPCS010000007.1?report=genbank&log$=nucltop&blast_rank=72&RID=UFY6UFAB014"",""JAUPCS010000007.1"")"
Laburnicola sp. JP_R_19 000073F_pilon_pilon,300,616,96%,1e-160,50.45,1043606,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VOIT01000078"",""VOIT01000078.1"")"
Zopfia rhizophila CBS 207.26 K469scaffold_7_Cont76,288,541,100%,8e-132,48.18,942616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAEIT010000076.1?report=genbank&log$=nucltop&blast_rank=74&RID=UFY6UFAB014"",""JAAEIT010000076.1"")"
Pseudopithomyces toxicarius strain ICMP 24442 contig_14,273,1114,100%,3e-143,47.46,671429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEX010000006.1?report=genbank&log$=nucltop&blast_rank=75&RID=UFY6UFAB014"",""JAYFEX010000006.1"")"
Pseudopithomyces chartarum strain AGR01 tig00000103,272,558,100%,2e-143,47.16,1787026,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WVTA01000009"",""WVTA01000009.1"")"
Pseudopithomyces toxicarius strain ICMP 24442 contig_16,272,558,100%,2e-143,47.16,82133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEX010000008.1?report=genbank&log$=nucltop&blast_rank=77&RID=UFY6UFAB014"",""JAYFEX010000008.1"")"
Pseudopithomyces chartarum strain ICMP 24592 contig_4,272,558,100%,2e-143,47.16,2910279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFFG010000026.1?report=genbank&log$=nucltop&blast_rank=78&RID=UFY6UFAB014"",""JAYFFG010000026.1"")"
Pseudopithomyces chartarum strain ICMP 24592 contig_2,272,558,100%,2e-143,47.16,677656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFFG010000007.1?report=genbank&log$=nucltop&blast_rank=79&RID=UFY6UFAB014"",""JAYFFG010000007.1"")"
Pseudopithomyces chartarum strain ICMP 24470 contig_5,273,1199,100%,5e-143,47.16,5938618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEY010000030.1?report=genbank&log$=nucltop&blast_rank=80&RID=UFY6UFAB014"",""JAYFEY010000030.1"")"
Paraphaeosphaeria minitans strain CBS 641.80 scaffold_434,402,535,100%,2e-136,47.11,32367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAECZK010000434.1?report=genbank&log$=nucltop&blast_rank=81&RID=UFY6UFAB014"",""JAECZK010000434.1"")"
Pseudopithomyces toxicarius strain ICMP 24442 contig_29,270,555,100%,3e-142,46.87,150947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEX010000021.1?report=genbank&log$=nucltop&blast_rank=82&RID=UFY6UFAB014"",""JAYFEX010000021.1"")"
Pseudopithomyces toxicarius strain ICMP 24442 contig_2,270,555,100%,3e-142,46.87,1709128,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEX010000012.1?report=genbank&log$=nucltop&blast_rank=83&RID=UFY6UFAB014"",""JAYFEX010000012.1"")"
Pseudopithomyces toxicarius strain ICMP 24442 contig_19,270,555,100%,3e-142,46.87,1136790,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAYFEX010000011.1?report=genbank&log$=nucltop&blast_rank=84&RID=UFY6UFAB014"",""JAYFEX010000011.1"")"
Corynespora cassiicola isolate CTHA4 Contig_999,434,789,96%,1e-136,43.16,3585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORK01000998"",""PORK01000998.1"")"
Corynespora cassiicola isolate CTHA1 Contig_1692,434,789,96%,1e-136,43.16,3605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORN01001691"",""PORN01001691.1"")"
Corynespora cassiicola isolate CTHA3 Contig_1807,434,789,96%,1e-136,43.16,3605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORL01001806"",""PORL01001806.1"")"
Corynespora cassiicola strain ZM170522 isolate XJ jcf7180000000105,434,789,96%,5e-132,43.16,5483362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUWY010000002.1?report=genbank&log$=nucltop&blast_rank=88&RID=UFY6UFAB014"",""JAEUWY010000002.1"")"
Corynespora cassiicola isolate CVa5 NODE_580_length_14787_cov_31.8144,434,788,96%,7e-132,43.16,14787,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICK01000580"",""VICK01000580.1"")"
Corynespora cassiicola isolate FlM4 NODE_465_length_17309_cov_60.7866,434,788,96%,7e-132,43.16,17309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBH010000465.1?report=genbank&log$=nucltop&blast_rank=90&RID=UFY6UFAB014"",""JAMKBH010000465.1"")"
Corynespora cassiicola isolate CAL-4 NODE_456_length_17435_cov_69.6674,434,788,96%,7e-132,43.16,17435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICL01000456"",""VICL01000456.1"")"
Corynespora cassiicola isolate SMR2 NODE_867_length_2871_cov_127.343,432,785,96%,3e-138,43.01,2871,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBF010000865.1?report=genbank&log$=nucltop&blast_rank=92&RID=UFY6UFAB014"",""JAMKBF010000865.1"")"
Corynespora cassiicola isolate GSO2 Contig_1129,430,430,96%,8e-131,42.77,6179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORD01001128"",""PORD01001128.1"")"
Corynespora cassiicola isolate CVa5 NODE_729_length_8747_cov_30.0339,424,424,96%,1e-128,42.73,8747,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICK01000729"",""VICK01000729.1"")"
Corynespora cassiicola isolate FlM4 NODE_142_length_103779_cov_57.3271,424,424,96%,2e-128,42.73,103779,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMKBH010000142.1?report=genbank&log$=nucltop&blast_rank=95&RID=UFY6UFAB014"",""JAMKBH010000142.1"")"
Corynespora cassiicola isolate CAL-4 NODE_45_length_187542_cov_64.647,424,424,96%,2e-128,42.73,187542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VICL01000045"",""VICL01000045.1"")"
Corynespora cassiicola isolate CTHA1 Contig_163,427,427,96%,4e-132,42.62,4422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORN01000163"",""PORN01000163.1"")"
Corynespora cassiicola isolate CTHA3 Contig_1563,427,427,96%,4e-132,42.62,4422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORL01001563"",""PORL01001563.1"")"
Corynespora cassiicola isolate CTHA4 Contig_599,427,427,96%,5e-132,42.62,4470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PORK01000599"",""PORK01000599.1"")"
Corynespora cassiicola strain ZM170522 isolate XJ jcf7180000000104,424,765,96%,3e-128,42.55,5755595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUWY010000001.1?report=genbank&log$=nucltop&blast_rank=100&RID=UFY6UFAB014"",""JAEUWY010000001.1"")"



		


