CS10_Chr_08_-_Captain,JANFPB010000349.1,90.458,2599,244,3,1,2596,1163,3760,0.0,3560
CS10_Chr_08_-_Captain,JANFPB010000575.1,90.412,2597,245,3,1,2594,16186,13591,0.0,3552
CS10_Chr_08_-_Captain,JANFPF010000360.1,90.381,2599,246,3,1,2596,9832,12429,0.0,3551
CS10_Chr_08_-_Captain,VOIT01000072.1,90.381,2599,243,4,1,2596,717221,719815,0.0,3549
CS10_Chr_08_-_Captain,VOIT01000072.1,66.292,534,151,9,291,805,1350768,1351291,1.71e-29,138
CS10_Chr_08_-_Captain,VOIT01000072.1,66.805,241,80,0,753,993,1335883,1336123,1.71e-10,75.2
CS10_Chr_08_-_Captain,VOIT01000072.1,67.273,220,66,3,2381,2596,1341450,1341667,3.09e-07,65.3
CS10_Chr_08_-_Captain,JAUPCS010000007.1,90.381,2599,243,4,1,2596,2836486,2833892,0.0,3549
CS10_Chr_08_-_Captain,JAUPCS010000007.1,66.667,531,158,7,291,805,3403165,3403692,1.15e-31,146
CS10_Chr_08_-_Captain,JAUPCS010000007.1,66.805,241,80,0,753,993,3382525,3382765,1.71e-10,75.2
CS10_Chr_08_-_Captain,JAUPCS010000007.1,67.273,220,66,3,2381,2596,3388097,3388314,3.09e-07,65.3
CS10_Chr_08_-_Captain,JAUOZT010000007.1,90.381,2599,243,4,1,2596,2788745,2791339,0.0,3549
CS10_Chr_08_-_Captain,JAUOZT010000007.1,66.667,531,158,7,291,805,3527037,3527564,1.15e-31,146
CS10_Chr_08_-_Captain,JAUOZT010000007.1,66.667,531,158,7,291,805,3534067,3534594,1.15e-31,146
CS10_Chr_08_-_Captain,JAUOZT010000007.1,66.805,241,80,0,753,993,3512125,3512365,1.71e-10,75.2
CS10_Chr_08_-_Captain,JAUOZT010000007.1,67.273,220,66,3,2381,2596,3517697,3517914,3.09e-07,65.3
CS10_Chr_08_-_Captain,JANFPC010000630.1,90.374,2597,246,3,1,2594,16161,13566,0.0,3547
CS10_Chr_08_-_Captain,JAULRH010000004.1,90.342,2599,244,4,1,2596,2785002,2787596,0.0,3544
CS10_Chr_08_-_Captain,JAULRH010000004.1,66.667,531,158,7,291,805,3414620,3415147,1.15e-31,146
CS10_Chr_08_-_Captain,JAULRH010000004.1,66.805,241,80,0,753,993,3396027,3396267,1.71e-10,75.2
CS10_Chr_08_-_Captain,JAULRH010000004.1,67.273,220,66,3,2381,2596,3405280,3405497,3.09e-07,65.3
CS10_Chr_08_-_Captain,SAXQ01000012.1,90.280,2603,241,5,1,2596,1057694,1055097,0.0,3543
CS10_Chr_08_-_Captain,SAXQ01000012.1,81.178,951,174,3,1646,2592,1271336,1272285,0.0,900
CS10_Chr_08_-_Captain,SAXQ01000012.1,85.496,131,19,0,1517,1647,1266431,1266561,2.70e-33,151
CS10_Chr_08_-_Captain,RXHK01000479.1,90.280,2603,241,5,1,2596,1266,3863,0.0,3543
CS10_Chr_08_-_Captain,PSOU01000573.1,90.280,2603,241,5,1,2596,16267,13670,0.0,3543
CS10_Chr_08_-_Captain,PSOT01000530.1,90.280,2603,241,5,1,2596,1465,4062,0.0,3543
CS10_Chr_08_-_Captain,PSOS01000526.1,90.280,2603,241,5,1,2596,16164,13567,0.0,3543
CS10_Chr_08_-_Captain,PSOR01000614.1,90.280,2603,241,5,1,2596,12222,9625,0.0,3543
CS10_Chr_08_-_Captain,PSOQ01000554.1,90.280,2603,241,5,1,2596,16182,13585,0.0,3543
CS10_Chr_08_-_Captain,PSOP01000591.1,90.280,2603,241,5,1,2596,16158,13561,0.0,3543
CS10_Chr_08_-_Captain,PSOO01000569.1,90.280,2603,241,5,1,2596,831,3428,0.0,3543
CS10_Chr_08_-_Captain,NRDI02000017.1,90.280,2603,241,5,1,2596,476983,474386,0.0,3543
CS10_Chr_08_-_Captain,NRDI02000017.1,81.178,951,174,3,1646,2592,690325,691274,0.0,900
CS10_Chr_08_-_Captain,NRDI02000017.1,85.496,131,19,0,1517,1647,685420,685550,2.70e-33,151
CS10_Chr_08_-_Captain,NQWZ01000479.1,90.280,2603,241,5,1,2596,17920,15323,0.0,3543
CS10_Chr_08_-_Captain,MVBI01000460.1,90.280,2603,241,5,1,2596,871,3468,0.0,3543
CS10_Chr_08_-_Captain,MUXC02000006.1,90.280,2603,241,5,1,2596,1660224,1662821,0.0,3543
CS10_Chr_08_-_Captain,JAMBYY010000479.1,90.280,2603,241,5,1,2596,17477,14880,0.0,3543
CS10_Chr_08_-_Captain,JAMBYX010000452.1,90.280,2603,241,5,1,2596,540,3137,0.0,3543
CS10_Chr_08_-_Captain,JAMBYW010000428.1,90.280,2603,241,5,1,2596,17476,14879,0.0,3543
CS10_Chr_08_-_Captain,JAMBYV010000448.1,90.280,2603,241,5,1,2596,17477,14880,0.0,3543
CS10_Chr_08_-_Captain,JAMBYU010000448.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBYT010000422.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBYS010000449.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBYR010000433.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBYQ010000425.1,90.280,2603,241,5,1,2596,17960,15363,0.0,3543
CS10_Chr_08_-_Captain,JAMBYP010000430.1,90.280,2603,241,5,1,2596,17871,15274,0.0,3543
CS10_Chr_08_-_Captain,JAMBYO010000510.1,90.280,2603,241,5,1,2596,982,3579,0.0,3543
CS10_Chr_08_-_Captain,JAMBYN010000427.1,90.280,2603,241,5,1,2596,887,3484,0.0,3543
CS10_Chr_08_-_Captain,JAMBYM010000450.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBYL010000459.1,90.280,2603,241,5,1,2596,17474,14877,0.0,3543
CS10_Chr_08_-_Captain,JAMBYK010000440.1,90.280,2603,241,5,1,2596,493,3090,0.0,3543
CS10_Chr_08_-_Captain,JAMBXZ010000435.1,90.280,2603,241,5,1,2596,907,3504,0.0,3543
CS10_Chr_08_-_Captain,JAMBXY010000430.1,90.280,2603,241,5,1,2596,18143,15546,0.0,3543
CS10_Chr_08_-_Captain,JADZLV010000010.1,90.280,2603,241,5,1,2596,838731,836134,0.0,3543
CS10_Chr_08_-_Captain,AAXI01000237.1,90.280,2603,241,5,1,2596,11785,14382,0.0,3543
CS10_Chr_08_-_Captain,NQIK02000006.1,90.242,2603,242,5,1,2596,1976140,1978737,0.0,3538
CS10_Chr_08_-_Captain,NQIK02000006.1,81.178,951,174,3,1646,2592,1766124,1765175,0.0,900
CS10_Chr_08_-_Captain,NQIK02000006.1,85.496,131,19,0,1517,1647,1771029,1770899,2.70e-33,151
CS10_Chr_08_-_Captain,MVBH01000455.1,90.242,2603,242,5,1,2596,862,3459,0.0,3538
CS10_Chr_08_-_Captain,MVBG01000411.1,90.242,2603,242,5,1,2596,17956,15359,0.0,3538
CS10_Chr_08_-_Captain,MVBF02000005.1,90.242,2603,242,5,1,2596,1133030,1130433,0.0,3538
CS10_Chr_08_-_Captain,MVBF02000005.1,81.178,951,174,3,1646,2592,1355114,1356063,0.0,900
CS10_Chr_08_-_Captain,MVBF02000005.1,85.496,131,19,0,1517,1647,1350209,1350339,2.70e-33,151
CS10_Chr_08_-_Captain,JBNFYG010000004.1,90.304,2599,247,4,1,2596,28690,31286,0.0,3538
CS10_Chr_08_-_Captain,JBJYIS010000004.1,90.296,2597,248,3,1,2594,3070267,3067672,0.0,3538
CS10_Chr_08_-_Captain,JAMBXS010000470.1,90.242,2603,242,5,1,2596,16712,14115,0.0,3538
CS10_Chr_08_-_Captain,JAHCYZ010000007.1,90.242,2603,242,5,1,2596,1087942,1085345,0.0,3538
CS10_Chr_08_-_Captain,JAHCYZ010000007.1,81.178,951,174,3,1646,2592,1296376,1297325,0.0,900
CS10_Chr_08_-_Captain,JAHCYZ010000007.1,85.496,131,19,0,1517,1647,1291345,1291475,2.70e-33,151
CS10_Chr_08_-_Captain,SRZH01000009.1,90.173,2605,246,4,1,2596,1047917,1045314,0.0,3535
CS10_Chr_08_-_Captain,RCTM01000014.1,90.173,2605,246,4,1,2596,664175,661572,0.0,3535
CS10_Chr_08_-_Captain,RCTM01000005.1,90.173,2605,246,4,1,2596,1152675,1155278,0.0,3535
CS10_Chr_08_-_Captain,JBBEUP010000001.1,90.173,2605,246,4,1,2596,2614960,2617563,0.0,3535
CS10_Chr_08_-_Captain,JASPLA010000006.1,90.173,2605,246,4,1,2596,1076917,1074314,0.0,3535
CS10_Chr_08_-_Captain,JANTPY010000005.1,90.173,2605,246,4,1,2596,1150642,1148039,0.0,3535
CS10_Chr_08_-_Captain,AEIN01000133.1,90.173,2605,246,4,1,2596,13767,11164,0.0,3535
CS10_Chr_08_-_Captain,JAMBXO010000462.1,90.204,2603,243,5,1,2596,905,3502,0.0,3534
CS10_Chr_08_-_Captain,JASPLA010000009.1,90.227,2599,249,4,1,2596,557793,560389,0.0,3529
CS10_Chr_08_-_Captain,JBJYIS010000003.1,90.181,2597,251,3,1,2594,2680541,2677946,0.0,3525
CS10_Chr_08_-_Captain,JBJYIS010000003.1,86.841,2599,326,5,1,2596,974875,972290,0.0,3138
CS10_Chr_08_-_Captain,SRZE01000007.1,89.816,2612,246,11,1,2596,1061352,1058745,0.0,3480
CS10_Chr_08_-_Captain,SRZF01000009.1,89.717,2616,246,13,1,2596,1041349,1038737,0.0,3468
CS10_Chr_08_-_Captain,JBBEUP010000005.1,89.371,2606,263,6,1,2596,204356,201755,0.0,3437
CS10_Chr_08_-_Captain,JAQZZQ010000012.1,89.295,2597,274,3,1,2594,30334,32929,0.0,3421
CS10_Chr_08_-_Captain,JBBEUP010000006.1,88.104,2606,295,7,1,2596,422676,420076,0.0,3285
CS10_Chr_08_-_Captain,JBBEUP010000006.1,82.865,1103,183,4,503,1603,1299483,1298385,0.0,1125
CS10_Chr_08_-_Captain,JBBEUP010000006.1,77.506,449,101,0,2148,2596,1298387,1297939,1.22e-94,355
CS10_Chr_08_-_Captain,JAHCYZ010000027.1,92.014,2254,170,4,1,2245,14635,16887,0.0,3245
CS10_Chr_08_-_Captain,JAEUBC010000003.1,92.014,2254,170,4,1,2245,233603,235855,0.0,3245


