Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Alternaria brassicae strain J3 ABRSC11,769,1292,100%,0.0,77.96,997589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SMOM01000011"",""SMOM01000011.1"")"
Alternaria brassicae strain LPND 299,769,1292,100%,0.0,77.96,7749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQQFZ010000296.1?report=genbank&log$=nucltop&blast_rank=12&RID=YEMYR0BW014"",""JAQQFZ010000296.1"")"
Alternaria sp. MG1 NODE_11,216,216,17%,5e-56,77.94,38053,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/QPFE01000009"",""QPFE01000009.1"")"
Alternaria alternata strain H20 Scaffold81,764,1294,100%,0.0,77.35,103968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJBKJ010000081.1?report=genbank&log$=nucltop&blast_rank=14&RID=YEMYR0BW014"",""JAJBKJ010000081.1"")"
Alternaria alternata isolate AEH-2221 NODE_881_length_526_cov_163.400891,228,228,16%,4e-68,77.18,526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDH010000862.1?report=genbank&log$=nucltop&blast_rank=15&RID=YEMYR0BW014"",""JBOBDH010000862.1"")"
Alternaria alternata isolate AEH-2221 NODE_349_length_698_cov_149.893720,362,362,30%,1e-118,77.02,698,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDH010000336.1?report=genbank&log$=nucltop&blast_rank=16&RID=YEMYR0BW014"",""JBOBDH010000336.1"")"
Alternaria brassicicola strain Abra43 tig00000004_pilon,136,175,13%,3e-35,76.40,2895240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PHFN01000005"",""PHFN01000005.1"")"
"Alternaria brassicicola genome assembly, contig: contig_4",136,175,13%,3e-35,76.40,2881725,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CDWHUR010000030.1?report=genbank&log$=nucltop&blast_rank=18&RID=YEMYR0BW014"",""CDWHUR010000030.1"")"
"Alternaria brassicicola genome assembly, contig: seq00000039",136,175,13%,3e-35,76.40,2755792,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CDWJEC010000038.1?report=genbank&log$=nucltop&blast_rank=19&RID=YEMYR0BW014"",""CDWJEC010000038.1"")"
"Alternaria brassicicola genome assembly, contig: contig_91",136,175,13%,3e-35,76.40,616686,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CDWHUT010000121.1?report=genbank&log$=nucltop&blast_rank=20&RID=YEMYR0BW014"",""CDWHUT010000121.1"")"
Alternaria brassicicola strain W 1 c00041_NODE_41..,136,175,13%,3e-35,76.40,238826,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAPDKP010000041.1?report=genbank&log$=nucltop&blast_rank=21&RID=YEMYR0BW014"",""JAPDKP010000041.1"")"
Alternaria brassicicola strain ATCC 96836 c00043_NODE_43..,136,175,13%,3e-35,76.40,225361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAPDEG010000043.1?report=genbank&log$=nucltop&blast_rank=22&RID=YEMYR0BW014"",""JAPDEG010000043.1"")"
"Alternaria brassicicola genome assembly, contig: contig_96",136,175,13%,3e-35,76.40,31115,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CDWHUS010000103.1?report=genbank&log$=nucltop&blast_rank=23&RID=YEMYR0BW014"",""CDWHUS010000103.1"")"
"Alternaria brassicicola genome assembly, contig: contig_166",136,175,13%,3e-35,76.40,22820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CDWHUQ010000048.1?report=genbank&log$=nucltop&blast_rank=24&RID=YEMYR0BW014"",""CDWHUQ010000048.1"")"
Alternaria brassicicola ATCC 96836 A_brassicicola-1.0.1_Cont3.258,136,175,13%,3e-35,76.40,11198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/ACIW01001268"",""ACIW01001268.1"")"
Alternaria gansuensis strain LYZ1412 contig_6604,790,1321,100%,0.0,76.22,7675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01006602"",""WBTE01006602.1"")"
Alternaria gansuensis strain LYZ1412 scaffold_198,790,1321,100%,0.0,76.22,128773,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBOK01000198"",""WBOK01000198.1"")"
Alternaria arborescens strain RGR 97.0016 contig_144,160,160,12%,4e-38,75.26,8158,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PEJP01000144"",""PEJP01000144.1"")"
Alternaria arborescens strain FERA 675 contig_61,160,160,12%,4e-38,75.26,92473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDUP01000061"",""PDUP01000061.1"")"
Alternaria postmessia isolate AEH-2365 NODE_18_length_630912_cov_26.289642,204,404,36%,8e-104,75.00,630912,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDF010000018.1?report=genbank&log$=nucltop&blast_rank=30&RID=YEMYR0BW014"",""JBOBDF010000018.1"")"
Alternaria postmessia isolate AEH-2364B NODE_29_length_426868_cov_26.400456,204,404,36%,8e-104,75.00,426868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDG010000029.1?report=genbank&log$=nucltop&blast_rank=31&RID=YEMYR0BW014"",""JBOBDG010000029.1"")"
"Alternaria alternata strain CS139 genome assembly, contig: scaf_14",764,1294,100%,0.0,74.46,939701,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBIHIC010000006.1?report=genbank&log$=nucltop&blast_rank=32&RID=YEMYR0BW014"",""CBIHIC010000006.1"")"
"Alternaria alternata strain CS152 genome assembly, contig: scaf_6",764,1294,100%,0.0,74.46,2855118,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBIHHL010000027.1?report=genbank&log$=nucltop&blast_rank=33&RID=YEMYR0BW014"",""CBIHHL010000027.1"")"
Alternaria alternata isolate LG038 Scaffold2,763,1277,100%,0.0,74.46,7163588,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBRAXB010000002.1?report=genbank&log$=nucltop&blast_rank=34&RID=YEMYR0BW014"",""JBRAXB010000002.1"")"
Alternaria alternata strain PN1 tig1,714,1174,100%,0.0,74.29,6866172,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/VEOJ01000001"",""VEOJ01000001.1"")"
Alternaria longipes strain CBS 540.94 CTG000009,763,1288,100%,0.0,74.27,3009535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHLEY010000011.1?report=genbank&log$=nucltop&blast_rank=36&RID=YEMYR0BW014"",""JAHLEY010000011.1"")"
Alternaria gansuensis strain LYZ1412 contig_8368,199,199,16%,7e-51,74.19,5370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01008365"",""WBTE01008365.1"")"
Alternaria gansuensis strain LYZ1412 scaffold_306,199,199,16%,1e-50,74.19,79804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBOK01000306"",""WBOK01000306.1"")"
"Alternaria consortialis DNA, scaffold: scaffold_5, strain: JCM 1940",761,1298,100%,0.0,74.07,2769894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/BCGG01000006"",""BCGG01000006.1"")"
Alternaria postmessia isolate AEH-2438 NODE_45_length_80719_cov_28.888606,760,1284,100%,0.0,74.07,80719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBCX010000045.1?report=genbank&log$=nucltop&blast_rank=40&RID=YEMYR0BW014"",""JBOBCX010000045.1"")"
"Alternaria alternata strain RS052 genome assembly, contig: scaf_14",760,1283,100%,0.0,74.07,127758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBIHIF010000006.1?report=genbank&log$=nucltop&blast_rank=41&RID=YEMYR0BW014"",""CBIHIF010000006.1"")"
"Alternaria sp. RS040 genome assembly, contig: scaf_11",760,1283,100%,0.0,74.07,403593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBIHHB010000003.1?report=genbank&log$=nucltop&blast_rank=42&RID=YEMYR0BW014"",""CBIHHB010000003.1"")"
Alternaria alternata isolate AEH-2221 NODE_227_length_959_cov_134.744898,315,437,33%,1e-113,73.91,959,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDH010000217.1?report=genbank&log$=nucltop&blast_rank=43&RID=YEMYR0BW014"",""JBOBDH010000217.1"")"
Alternaria rosae strain MPI-PUGE-AT-0040 BKA58scaffold_3,459,761,64%,1e-138,73.89,3293700,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHBNI010000003.1?report=genbank&log$=nucltop&blast_rank=44&RID=YEMYR0BW014"",""JAHBNI010000003.1"")"
Alternaria alternata strain DET2019 NODE_30_length_408464_cov_33.774354,758,1289,100%,0.0,73.88,408464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAOQU010000030.1?report=genbank&log$=nucltop&blast_rank=45&RID=YEMYR0BW014"",""JAAOQU010000030.1"")"
Alternaria sp. DET2104 NODE_35_length_167286_cov_19.648371,140,140,12%,1e-31,73.47,167286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEROY010000035.1?report=genbank&log$=nucltop&blast_rank=46&RID=YEMYR0BW014"",""JAEROY010000035.1"")"
Alternaria postmessia isolate AEH-2364B NODE_99_length_14114_cov_25.120895,716,782,65%,0.0,72.96,14114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDG010000099.1?report=genbank&log$=nucltop&blast_rank=47&RID=YEMYR0BW014"",""JBOBDG010000099.1"")"
Alternaria postmessia isolate AEH-2365 NODE_100_length_14114_cov_21.744105,716,782,65%,0.0,72.96,14114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDF010000100.1?report=genbank&log$=nucltop&blast_rank=48&RID=YEMYR0BW014"",""JBOBDF010000100.1"")"
Alternaria alternata strain XJAU_2021 Lachesis_group0,716,1177,100%,0.0,72.96,6909305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JARABY010000001.1?report=genbank&log$=nucltop&blast_rank=49&RID=YEMYR0BW014"",""JARABY010000001.1"")"
Alternaria sp. MG1 NODE_247,310,615,47%,2e-160,72.95,1663,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/QPFE01000103"",""QPFE01000103.1"")"
Alternaria sp. S3601 ctg_19,677,1127,100%,0.0,70.37,531516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALZWS010000019.1?report=genbank&log$=nucltop&blast_rank=51&RID=YEMYR0BW014"",""JALZWS010000019.1"")"
Alternaria alternata strain Z3 Scaffold74,677,1127,100%,0.0,70.37,163298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJBLR010000074.1?report=genbank&log$=nucltop&blast_rank=52&RID=YEMYR0BW014"",""JAJBLR010000074.1"")"
Alternaria radicina isolate CBR2 contig2,188,188,18%,5e-47,67.13,6519692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASCRL010000004.1?report=genbank&log$=nucltop&blast_rank=53&RID=YEMYR0BW014"",""JASCRL010000004.1"")"
Alternaria alternata strain XJaa NODE_166,648,1056,100%,0.0,67.00,47473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJKBI010000068.1?report=genbank&log$=nucltop&blast_rank=54&RID=YEMYR0BW014"",""JAJKBI010000068.1"")"
Alternaria alternata isolate AEH-2221 NODE_60_length_19403_cov_82.738849,162,162,15%,7e-39,65.00,19403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDH010000060.1?report=genbank&log$=nucltop&blast_rank=55&RID=YEMYR0BW014"",""JBOBDH010000060.1"")"
Alternaria sp. 'sect. Undifilum' strain W740-01 Contig00001,624,1044,99%,0.0,64.90,13242267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJJZI010000001.1?report=genbank&log$=nucltop&blast_rank=56&RID=YEMYR0BW014"",""JAJJZI010000001.1"")"
Alternaria chlamydospora strain SC11 contig12,587,974,99%,0.0,63.88,967783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJYIS010000012.1?report=genbank&log$=nucltop&blast_rank=57&RID=YEMYR0BW014"",""JBJYIS010000012.1"")"
Alternaria sp. 'sect. Undifilum' strain W740-01 Contig00005,441,674,71%,8e-167,62.72,7765131,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJJZI010000005.1?report=genbank&log$=nucltop&blast_rank=58&RID=YEMYR0BW014"",""JAJJZI010000005.1"")"
Alternaria gaisen strain H7 Scaffold97,295,504,69%,1e-133,56.25,129623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUO010000097.1?report=genbank&log$=nucltop&blast_rank=59&RID=YEMYR0BW014"",""JAJAUO010000097.1"")"
Alternaria gansuensis strain LYZ1412 contig_1135,235,293,35%,1e-62,53.18,7980,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01001134"",""WBTE01001134.1"")"
Alternaria gansuensis strain LYZ1412 scaffold_18,235,461,58%,1e-62,53.18,340672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBOK01000018"",""WBOK01000018.1"")"
Alternaria sp. 'sect. Undifilum' strain W740-01 Contig00003,332,1210,95%,9e-136,52.74,9964153,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJJZI010000003.1?report=genbank&log$=nucltop&blast_rank=62&RID=YEMYR0BW014"",""JAJJZI010000003.1"")"
Alternaria arbusti strain BMP 1465 scaffold_4,186,525,82%,1e-133,51.76,2546194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAFVLW010000004.1?report=genbank&log$=nucltop&blast_rank=63&RID=YEMYR0BW014"",""JAFVLW010000004.1"")"
Alternaria arbusti strain DAOMC238834 NODE_17_length_643850_cov_8.568555,186,525,82%,1e-133,51.76,643850,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAVSBR010000017.1?report=genbank&log$=nucltop&blast_rank=64&RID=YEMYR0BW014"",""JAVSBR010000017.1"")"
Alternaria tenuissima strain FERA 1164 contig_70,264,264,38%,4e-72,51.66,87269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXB01000070"",""PDXB01000070.1"")"
Alternaria tenuissima strain FERA 1166 contig_2,414,576,84%,3e-155,51.63,3781932,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXC01000002"",""PDXC01000002.1"")"
Alternaria tenuissima strain FERA 635 contig_182,414,576,84%,3e-155,51.63,17924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXF01000182"",""PDXF01000182.1"")"
Alternaria tenuissima strain FERA 743 contig_130,414,576,84%,3e-155,51.63,16394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXH01000130"",""PDXH01000130.1"")"
Alternaria alternata strain Y-2 ctg00225,479,703,99%,0.0,51.53,4056,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBUZNR010000225.1?report=genbank&log$=nucltop&blast_rank=69&RID=YEMYR0BW014"",""JBUZNR010000225.1"")"
Alternaria sp. M3903 ctg_63,479,703,99%,0.0,51.53,8382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALZWT010000063.1?report=genbank&log$=nucltop&blast_rank=70&RID=YEMYR0BW014"",""JALZWT010000063.1"")"
Alternaria sp. M3908 ctg_76,479,703,99%,0.0,51.53,8347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALZWR010000076.1?report=genbank&log$=nucltop&blast_rank=71&RID=YEMYR0BW014"",""JALZWR010000076.1"")"
Alternaria alternata strain BC2-RLR-17S Scaffold98,479,703,99%,0.0,51.53,19607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJBJM010000098.1?report=genbank&log$=nucltop&blast_rank=72&RID=YEMYR0BW014"",""JAJBJM010000098.1"")"
Alternaria alternata isolate AEH-2221 NODE_107_length_3861_cov_96.054968,481,686,99%,0.0,51.32,3861,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBOBDH010000107.1?report=genbank&log$=nucltop&blast_rank=73&RID=YEMYR0BW014"",""JBOBDH010000107.1"")"
"Alternaria alternata strain RS048 genome assembly, contig: scaf_3",479,684,99%,0.0,51.32,3354229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CBIHHY010000010.1?report=genbank&log$=nucltop&blast_rank=74&RID=YEMYR0BW014"",""CBIHHY010000010.1"")"
Alternaria gaisen strain X3 Scaffold148,477,686,99%,0.0,51.12,22628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUV010000148.1?report=genbank&log$=nucltop&blast_rank=75&RID=YEMYR0BW014"",""JAJAUV010000148.1"")"
Alternaria gaisen strain X2 Scaffold165,477,686,99%,0.0,51.12,22844,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUU010000165.1?report=genbank&log$=nucltop&blast_rank=76&RID=YEMYR0BW014"",""JAJAUU010000165.1"")"
Alternaria gaisen strain X10 Scaffold200,477,686,99%,0.0,51.12,24432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUR010000200.1?report=genbank&log$=nucltop&blast_rank=77&RID=YEMYR0BW014"",""JAJAUR010000200.1"")"
Alternaria gaisen strain H9 Scaffold7,477,686,99%,0.0,51.12,446248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUQ010000007.1?report=genbank&log$=nucltop&blast_rank=78&RID=YEMYR0BW014"",""JAJAUQ010000007.1"")"
Alternaria gaisen strain H8 Scaffold1,477,686,99%,0.0,51.12,830139,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUP010000001.1?report=genbank&log$=nucltop&blast_rank=79&RID=YEMYR0BW014"",""JAJAUP010000001.1"")"
Alternaria gaisen strain H16 Scaffold46,477,686,99%,0.0,51.12,210788,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUN010000046.1?report=genbank&log$=nucltop&blast_rank=80&RID=YEMYR0BW014"",""JAJAUN010000046.1"")"
Alternaria gaisen strain H14 Scaffold19,477,686,99%,0.0,51.12,469835,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUM010000019.1?report=genbank&log$=nucltop&blast_rank=81&RID=YEMYR0BW014"",""JAJAUM010000019.1"")"
Alternaria gaisen strain D9 Scaffold178,477,686,99%,0.0,51.12,22554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUL010000178.1?report=genbank&log$=nucltop&blast_rank=82&RID=YEMYR0BW014"",""JAJAUL010000178.1"")"
Alternaria gaisen strain D8 Scaffold167,477,686,99%,0.0,51.12,24179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUK010000167.1?report=genbank&log$=nucltop&blast_rank=83&RID=YEMYR0BW014"",""JAJAUK010000167.1"")"
Alternaria gaisen strain D7 Scaffold156,477,686,99%,0.0,51.12,22847,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUJ010000156.1?report=genbank&log$=nucltop&blast_rank=84&RID=YEMYR0BW014"",""JAJAUJ010000156.1"")"
Alternaria gaisen strain D11 Scaffold189,477,686,99%,0.0,51.12,24451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUH010000189.1?report=genbank&log$=nucltop&blast_rank=85&RID=YEMYR0BW014"",""JAJAUH010000189.1"")"
Alternaria gaisen strain D10 Scaffold165,477,686,99%,0.0,51.12,23008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUG010000165.1?report=genbank&log$=nucltop&blast_rank=86&RID=YEMYR0BW014"",""JAJAUG010000165.1"")"
Alternaria gaisen strain X5 Scaffold215,477,658,83%,6e-180,51.12,5482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUW010000215.1?report=genbank&log$=nucltop&blast_rank=87&RID=YEMYR0BW014"",""JAJAUW010000215.1"")"
Alternaria gaisen strain X14 Scaffold195,477,658,83%,6e-180,51.12,5090,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJAUT010000195.1?report=genbank&log$=nucltop&blast_rank=88&RID=YEMYR0BW014"",""JAJAUT010000195.1"")"
Alternaria alternata strain FERA 1177 contig_37,476,699,97%,7e-178,51.12,294249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXD01000037"",""PDXD01000037.1"")"
Alternaria angustiovoidea strain FKII-L2-CM-DRAB1 NODE_91_length_3876_cov_21.821006,476,699,97%,7e-178,51.12,3876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAKLNJ010000091.1?report=genbank&log$=nucltop&blast_rank=90&RID=YEMYR0BW014"",""JAKLNJ010000091.1"")"
Alternaria alternata isolate Karbala-1 Sca_42,474,694,99%,0.0,50.92,8384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBKAZY010000042.1?report=genbank&log$=nucltop&blast_rank=91&RID=YEMYR0BW014"",""JBKAZY010000042.1"")"
Alternaria gansuensis strain LYZ1412 scaffold_176,251,435,64%,3e-90,50.80,143815,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBOK01000176"",""WBOK01000176.1"")"
Alternaria gansuensis strain LYZ1412 contig_6167,251,435,64%,3e-90,50.80,5497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01006166"",""WBTE01006166.1"")"
Alternaria gansuensis strain LYZ1412 contig_1131,168,168,22%,9e-41,50.78,4207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/WBTE01001130"",""WBTE01001130.1"")"
Alternaria gaisen strain FERA 650 contig_20,461,685,99%,0.0,50.10,350965,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDWZ02000020"",""PDWZ02000020.1"")"
Alternaria tenuissima strain FERA 1164 contig_4,161,308,45%,6e-75,49.03,1395137,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDXB01000004"",""PDXB01000004.1"")"
Alternaria sp. KAS5477 NODE_3_length_2793353_cov_21.186028,296,412,81%,5e-106,45.92,2793353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAERNL010000003.1?report=genbank&log$=nucltop&blast_rank=97&RID=YEMYR0BW014"",""JAERNL010000003.1"")"
Alternaria sp. KAS5449 NODE_8_length_2143524_cov_18.583610,296,412,81%,5e-106,45.92,2143265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAERNP010000008.1?report=genbank&log$=nucltop&blast_rank=98&RID=YEMYR0BW014"",""JAERNP010000008.1"")"
Alternaria alternata strain KAS5743 NODE_86_length_4670_cov_23.088371,672,672,99%,0.0,44.19,4670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAERND010000086.1?report=genbank&log$=nucltop&blast_rank=99&RID=YEMYR0BW014"",""JAERND010000086.1"")"
Alternaria alternata strain P04PR2 NODE_13,370,537,93%,1e-143,44.17,1032673,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBDIFU010000013.1?report=genbank&log$=nucltop&blast_rank=100&RID=YEMYR0BW014"",""JBDIFU010000013.1"")"



		


