Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Pyrenophora tritici-repentis strain SN001A SN001A_scaffold_00554,832,1388,100%,0.0,83.06,16644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOQ01000554"",""PSOQ01000554.1"")"
Pyrenophora tritici-repentis strain SN001C SN001C_scaffold_00591,832,1388,100%,0.0,83.06,16622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOP01000591"",""PSOP01000591.1"")"
Pyrenophora tritici-repentis strain SN002B SN002B_scaffold_00569,832,1388,100%,0.0,83.06,16989,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOO01000569"",""PSOO01000569.1"")"
Pyrenophora tritici-repentis strain 86-124 chromosome 6 PTR86124_contig_00017,832,1919,100%,0.0,83.06,874950,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRDI02000017"",""NRDI02000017.1"")"
Pyrenophora tritici-repentis strain ARCrossB10 ARCrossB10_scaffold_00479,832,1388,100%,0.0,83.06,18697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQWZ01000479"",""NQWZ01000479.1"")"
Pyrenophora tritici-repentis strain M4 chromosome 6,832,1919,100%,0.0,83.06,3057012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQIK02000006"",""NQIK02000006.1"")"
Pyrenophora tritici-repentis strain 5213 5213_00460,832,1388,100%,0.0,83.06,18805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBI01000460"",""MVBI01000460.1"")"
Pyrenophora tritici-repentis strain 239 239_00455,832,1384,100%,0.0,83.06,18793,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBH01000455"",""MVBH01000455.1"")"
Pyrenophora tritici-repentis strain 11137 11137_00421,832,1388,100%,0.0,83.06,18849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBG01000411"",""MVBG01000411.1"")"
Pyrenophora tritici-repentis strain 134 chromosome 6 ptr134_contig_00005,832,1917,100%,0.0,83.06,2687279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBF02000005"",""MVBF02000005.1"")"
Pyrenophora tritici-repentis strain DW5 chromosome 6,832,1388,100%,0.0,83.06,2737331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MUXC02000006"",""MUXC02000006.1"")"
Pyrenophora tritici-repentis strain ASC1 contig00479,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYY010000479.1?report=genbank&log$=nucltop&blast_rank=25&RID=YYXX1A53014"",""JAMBYY010000479.1"")"
Pyrenophora tritici-repentis strain I-33-1 contig00452,832,1388,100%,0.0,83.06,18435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYX010000452.1?report=genbank&log$=nucltop&blast_rank=26&RID=YYXX1A53014"",""JAMBYX010000452.1"")"
Pyrenophora tritici-repentis strain L3-1 contig00428,832,1388,100%,0.0,83.06,17968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYW010000428.1?report=genbank&log$=nucltop&blast_rank=27&RID=YYXX1A53014"",""JAMBYW010000428.1"")"
Pyrenophora tritici-repentis strain L4-1 contig00448,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYV010000448.1?report=genbank&log$=nucltop&blast_rank=28&RID=YYXX1A53014"",""JAMBYV010000448.1"")"
Pyrenophora tritici-repentis strain SW20-7 contig00448,832,1388,100%,0.0,83.06,17968,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYU010000448.1?report=genbank&log$=nucltop&blast_rank=29&RID=YYXX1A53014"",""JAMBYU010000448.1"")"
Pyrenophora tritici-repentis strain SW2-1 contig00422,832,1388,100%,0.0,83.06,18363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYT010000422.1?report=genbank&log$=nucltop&blast_rank=30&RID=YYXX1A53014"",""JAMBYT010000422.1"")"
Pyrenophora tritici-repentis strain SW21-1 contig00449,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYS010000449.1?report=genbank&log$=nucltop&blast_rank=31&RID=YYXX1A53014"",""JAMBYS010000449.1"")"
Pyrenophora tritici-repentis strain SW21-7 contig00433,832,1388,100%,0.0,83.06,18369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYR010000433.1?report=genbank&log$=nucltop&blast_rank=32&RID=YYXX1A53014"",""JAMBYR010000433.1"")"
Pyrenophora tritici-repentis strain SW21-8 contig00425,832,1388,100%,0.0,83.06,18452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYQ010000425.1?report=genbank&log$=nucltop&blast_rank=33&RID=YYXX1A53014"",""JAMBYQ010000425.1"")"
Pyrenophora tritici-repentis strain SW7-5 contig00430,832,1388,100%,0.0,83.06,18424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYP010000430.1?report=genbank&log$=nucltop&blast_rank=34&RID=YYXX1A53014"",""JAMBYP010000430.1"")"
Pyrenophora tritici-repentis strain 86-124 contig00510,832,1388,100%,0.0,83.06,17864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYO010000510.1?report=genbank&log$=nucltop&blast_rank=35&RID=YYXX1A53014"",""JAMBYO010000510.1"")"
Pyrenophora tritici-repentis strain AB88-2 contig00427,832,1388,100%,0.0,83.06,18360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYN010000427.1?report=genbank&log$=nucltop&blast_rank=36&RID=YYXX1A53014"",""JAMBYN010000427.1"")"
Pyrenophora tritici-repentis strain L2-1 contig00450,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYM010000450.1?report=genbank&log$=nucltop&blast_rank=37&RID=YYXX1A53014"",""JAMBYM010000450.1"")"
Pyrenophora tritici-repentis strain SW1-2 contig00459,832,1388,100%,0.0,83.06,17966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYL010000459.1?report=genbank&log$=nucltop&blast_rank=38&RID=YYXX1A53014"",""JAMBYL010000459.1"")"
Pyrenophora tritici-repentis strain SW15-1 contig00440,832,1388,100%,0.0,83.06,17969,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYK010000440.1?report=genbank&log$=nucltop&blast_rank=39&RID=YYXX1A53014"",""JAMBYK010000440.1"")"
Pyrenophora tritici-repentis strain Alg3-24 contig00435,832,1388,100%,0.0,83.06,18882,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXZ010000435.1?report=genbank&log$=nucltop&blast_rank=40&RID=YYXX1A53014"",""JAMBXZ010000435.1"")"
Pyrenophora tritici-repentis strain Alg4x-1 contig00430,832,1388,100%,0.0,83.06,19047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXY010000430.1?report=genbank&log$=nucltop&blast_rank=41&RID=YYXX1A53014"",""JAMBXY010000430.1"")"
Pyrenophora tritici-repentis strain AZ35-5 contig00470,832,1385,100%,0.0,83.06,17250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXS010000470.1?report=genbank&log$=nucltop&blast_rank=42&RID=YYXX1A53014"",""JAMBXS010000470.1"")"
Pyrenophora tritici-repentis strain I-35-18 contig00462,832,1385,100%,0.0,83.06,18783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXO010000462.1?report=genbank&log$=nucltop&blast_rank=43&RID=YYXX1A53014"",""JAMBXO010000462.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 chromosome 6,832,1915,100%,0.0,83.06,2884932,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000007.1?report=genbank&log$=nucltop&blast_rank=44&RID=YYXX1A53014"",""JAHCYZ010000007.1"")"
Pyrenophora tritici-repentis isolate AR CrossB10 chromosome 6 AR_Contig10,832,1388,100%,0.0,83.06,1067772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JADZLV010000010.1?report=genbank&log$=nucltop&blast_rank=45&RID=YYXX1A53014"",""JADZLV010000010.1"")"
Pyrenophora tritici-repentis Pt-1C-BFP cont1.237,832,1388,100%,0.0,83.06,21300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AAXI01000237"",""AAXI01000237.1"")"
Pyrenophora tritici-repentis strain 92-171R5 contig00673,796,1334,100%,0.0,80.20,11992,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYA010000673.1?report=genbank&log$=nucltop&blast_rank=47&RID=YYXX1A53014"",""JAMBYA010000673.1"")"
Pyrenophora graminea strain CBS 336.29 CBS33629_289,792,1330,100%,0.0,79.80,30833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBJ01002681"",""MVBJ01002681.1"")"
Pyrenophora tritici-repentis strain CC142 CC142_scaffold_00877,772,1290,100%,0.0,77.55,7467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOU01000877"",""PSOU01000877.1"")"
Pyrenophora tritici-repentis strain EW4-4 EW4_scaffold_00764,772,1290,100%,0.0,77.55,9740,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOS01000764"",""PSOS01000764.1"")"
Pyrenophora tritici-repentis strain SN001A SN001A_scaffold_00947,772,1290,100%,0.0,77.55,5854,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOQ01000947"",""PSOQ01000947.1"")"
Pyrenophora tritici-repentis strain SN001C SN001C_scaffold_00900,772,1305,100%,0.0,77.55,7466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOP01000900"",""PSOP01000900.1"")"
Pyrenophora tritici-repentis strain SN002B SN002B_scaffold_01279,772,1290,100%,0.0,77.55,2982,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOO01001279"",""PSOO01001279.1"")"
Pyrenophora tritici-repentis strain 86-124 PTR86124_contig_00044,772,1290,100%,0.0,77.55,94085,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRDI02000044"",""NRDI02000044.1"")"
Pyrenophora tritici-repentis strain ARCrossB10 ARCrossB10_scaffold_00717,772,1290,100%,0.0,77.55,8238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQWZ01000717"",""NQWZ01000717.1"")"
Pyrenophora tritici-repentis strain M4 chromosome 7,772,1301,100%,0.0,77.55,2765034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NQIK02000007"",""NQIK02000007.1"")"
Pyrenophora tritici-repentis strain 5213 5213_00962,772,1305,100%,0.0,77.55,2956,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBI01000962"",""MVBI01000962.1"")"
Pyrenophora tritici-repentis strain 239 239_00801,772,925,73%,0.0,77.55,5615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBH01000801"",""MVBH01000801.1"")"
Pyrenophora tritici-repentis strain 11137 11137_00397,772,1239,94%,0.0,77.55,21015,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBG01000387"",""MVBG01000387.1"")"
Pyrenophora tritici-repentis strain ASC1 contig00732,772,1255,96%,0.0,77.55,6538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYY010000732.1?report=genbank&log$=nucltop&blast_rank=60&RID=YYXX1A53014"",""JAMBYY010000732.1"")"
Pyrenophora tritici-repentis strain I-33-1 contig00715,772,1305,100%,0.0,77.55,6033,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYX010000715.1?report=genbank&log$=nucltop&blast_rank=61&RID=YYXX1A53014"",""JAMBYX010000715.1"")"
Pyrenophora tritici-repentis strain L4-1 contig00662,772,1290,100%,0.0,77.55,7048,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYV010000662.1?report=genbank&log$=nucltop&blast_rank=62&RID=YYXX1A53014"",""JAMBYV010000662.1"")"
Pyrenophora tritici-repentis strain SW20-7 contig00728,772,1241,96%,0.0,77.55,5569,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYU010000728.1?report=genbank&log$=nucltop&blast_rank=63&RID=YYXX1A53014"",""JAMBYU010000728.1"")"
Pyrenophora tritici-repentis strain SW21-1 contig00670,772,1289,100%,0.0,77.55,7047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYS010000670.1?report=genbank&log$=nucltop&blast_rank=64&RID=YYXX1A53014"",""JAMBYS010000670.1"")"
Pyrenophora tritici-repentis strain AB88-2 contig00622,772,1301,100%,0.0,77.55,7967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYN010000622.1?report=genbank&log$=nucltop&blast_rank=65&RID=YYXX1A53014"",""JAMBYN010000622.1"")"
Pyrenophora tritici-repentis strain L2-1 contig00625,772,1305,100%,0.0,77.55,8406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYM010000625.1?report=genbank&log$=nucltop&blast_rank=66&RID=YYXX1A53014"",""JAMBYM010000625.1"")"
Pyrenophora tritici-repentis strain SW1-2 contig00677,772,1289,100%,0.0,77.55,7048,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYL010000677.1?report=genbank&log$=nucltop&blast_rank=67&RID=YYXX1A53014"",""JAMBYL010000677.1"")"
Pyrenophora tritici-repentis strain I-72-1 contig00014,772,1305,100%,0.0,77.55,169915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYH010000014.1?report=genbank&log$=nucltop&blast_rank=68&RID=YYXX1A53014"",""JAMBYH010000014.1"")"
Pyrenophora tritici-repentis strain I-72-7 contig00484,772,1305,100%,0.0,77.55,19804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYG010000484.1?report=genbank&log$=nucltop&blast_rank=69&RID=YYXX1A53014"",""JAMBYG010000484.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 KJE20_contig_00016,772,1290,100%,0.0,77.55,145833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000016.1?report=genbank&log$=nucltop&blast_rank=70&RID=YYXX1A53014"",""JAHCYZ010000016.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 chromosome 7,772,1290,100%,0.0,77.55,3296639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000004.1?report=genbank&log$=nucltop&blast_rank=71&RID=YYXX1A53014"",""JAHCYZ010000004.1"")"
Pyrenophora tritici-repentis isolate L13-192 chromosome 10 L13192_contig_00015,772,1290,100%,0.0,77.55,450856,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000015.1?report=genbank&log$=nucltop&blast_rank=72&RID=YYXX1A53014"",""JAHCSW010000015.1"")"
Pyrenophora tritici-repentis isolate L13-192 chromosome 11 L13192_contig_00007,772,1066,82%,0.0,77.55,2216920,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000007.1?report=genbank&log$=nucltop&blast_rank=73&RID=YYXX1A53014"",""JAHCSW010000007.1"")"
Pyrenophora tritici-repentis isolate AR CrossB10 chromosome 7 AR_Contig44,772,1290,100%,0.0,77.55,322757,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JADZLV010000044.1?report=genbank&log$=nucltop&blast_rank=74&RID=YYXX1A53014"",""JADZLV010000044.1"")"
Pyrenophora tritici-repentis Pt-1C-BFP cont1.441,772,1289,100%,0.0,77.55,15316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AAXI01000441"",""AAXI01000441.1"")"
Pyrenophora tritici-repentis strain SW15-1 contig00659,768,1276,99%,0.0,77.55,6621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYK010000659.1?report=genbank&log$=nucltop&blast_rank=76&RID=YYXX1A53014"",""JAMBYK010000659.1"")"
Pyrenophora tritici-repentis strain G9-4 contig00605,765,1263,100%,0.0,77.55,9083,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYC010000605.1?report=genbank&log$=nucltop&blast_rank=77&RID=YYXX1A53014"",""JAMBYC010000605.1"")"
Pyrenophora tritici-repentis strain DW5 chromosome 8,770,1303,100%,0.0,77.35,2687796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MUXC02000007"",""MUXC02000007.1"")"
Pyrenophora tritici-repentis strain L3-1 contig00948,770,1295,99%,0.0,77.35,2612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYW010000948.1?report=genbank&log$=nucltop&blast_rank=79&RID=YYXX1A53014"",""JAMBYW010000948.1"")"
Pyrenophora tritici-repentis strain SW21-5 contig00688,770,1303,100%,0.0,77.35,8455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYE010000688.1?report=genbank&log$=nucltop&blast_rank=80&RID=YYXX1A53014"",""JAMBYE010000688.1"")"
Pyrenophora tritici-repentis strain I-35-18 contig00538,770,1303,100%,0.0,77.35,14029,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBXO010000538.1?report=genbank&log$=nucltop&blast_rank=81&RID=YYXX1A53014"",""JAMBXO010000538.1"")"
Pyrenophora tritici-repentis isolate D308 chromosome 10,770,1303,100%,0.0,77.35,3558242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAKRES010000042.1?report=genbank&log$=nucltop&blast_rank=82&RID=YYXX1A53014"",""JAKRES010000042.1"")"
Pyrenophora tritici-repentis isolate L13-192 chromosome 5 L13192_contig_00013,770,1288,100%,0.0,77.35,876804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000013.1?report=genbank&log$=nucltop&blast_rank=83&RID=YYXX1A53014"",""JAHCSW010000013.1"")"
Pyrenophora tritici-repentis strain Ptr90-2 chromosome 11 Ptr902_contig_00010,768,1061,82%,0.0,77.35,964616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAFOX010000010.1?report=genbank&log$=nucltop&blast_rank=84&RID=YYXX1A53014"",""JAAFOX010000010.1"")"
Pyrenophora tritici-repentis strain 134 chromosome 11,768,1300,100%,0.0,77.14,2204593,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MVBF02000008"",""MVBF02000008.1"")"
Pyrenophora tritici-repentis strain 86-124 contig00779,768,1301,100%,0.0,77.14,7046,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYO010000779.1?report=genbank&log$=nucltop&blast_rank=86&RID=YYXX1A53014"",""JAMBYO010000779.1"")"
Pyrenophora tritici-repentis strain SW2-1 contig01011,659,1109,85%,0.0,76.94,2219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYT010001011.1?report=genbank&log$=nucltop&blast_rank=87&RID=YYXX1A53014"",""JAMBYT010001011.1"")"
Pyrenophora tritici-repentis strain SW21-7 contig01007,659,1095,85%,0.0,76.94,2221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYR010001007.1?report=genbank&log$=nucltop&blast_rank=88&RID=YYXX1A53014"",""JAMBYR010001007.1"")"
Pyrenophora tritici-repentis strain 86-124 chromosome 1 PTR86124_contig_00001,767,1300,100%,0.0,76.94,3926997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRDI02000001"",""NRDI02000001.1"")"
Pyrenophora tritici-repentis strain DW5 chromosome 10,767,1300,100%,0.0,76.94,2182945,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/MUXC02000008"",""MUXC02000008.1"")"
Pyrenophora tritici-repentis strain SW21-8 contig00996,658,1108,85%,0.0,76.71,2219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYQ010000996.1?report=genbank&log$=nucltop&blast_rank=91&RID=YYXX1A53014"",""JAMBYQ010000996.1"")"
Pyrenophora tritici-repentis isolate L13-192 L13192_contig_00049,764,2547,100%,0.0,76.33,20916,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000049.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYXX1A53014"",""JAHCSW010000049.1"")"
Pyrenophora tritici-repentis isolate L13-192 chromosome 2,764,1279,100%,0.0,76.33,3874070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000002.1?report=genbank&log$=nucltop&blast_rank=93&RID=YYXX1A53014"",""JAHCSW010000002.1"")"
Pyrenophora tritici-repentis strain Ptr90-2 Ptr902_contig_00038,761,1281,99%,0.0,76.33,108559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAFOX010000038.1?report=genbank&log$=nucltop&blast_rank=94&RID=YYXX1A53014"",""JAAFOX010000038.1"")"
Pyrenophora tritici-repentis isolate L13-192 L13192_contig_00016,755,1277,99%,0.0,76.12,448874,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCSW010000016.1?report=genbank&log$=nucltop&blast_rank=95&RID=YYXX1A53014"",""JAHCSW010000016.1"")"
Pyrenophora tritici-repentis strain Ptr90-2 chromosome 2,745,1257,100%,0.0,75.71,3430860,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAAFOX010000003.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYXX1A53014"",""JAAFOX010000003.1"")"
Pyrenophora tritici-repentis strain EW7m1 EW7m1_scaffold_00857,772,1286,100%,0.0,74.85,7458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PSOR01000857"",""PSOR01000857.1"")"
Pyrenophora tritici-repentis isolate Biotrigo9-1 chromosome 1,771,1285,100%,0.0,74.85,10080560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHCYZ010000001.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYXX1A53014"",""JAHCYZ010000001.1"")"
Pyrenophora tritici-repentis strain 92-171R5 contig00914,715,715,58%,0.0,73.70,6430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYA010000914.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYXX1A53014"",""JAMBYA010000914.1"")"
Pyrenophora tritici-repentis strain G9-4 contig00579,665,1124,100%,0.0,69.59,10023,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMBYC010000579.1?report=genbank&log$=nucltop&blast_rank=100&RID=YYXX1A53014"",""JAMBYC010000579.1"")"



		


