Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Bipolaris sorokiniana isolate BS112 scf7180000000228.1880955,63.5,112,27%,2e-08,28.57,1880955,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000005"",""RCTM01000005.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 6,63.5,157,27%,2e-08,28.57,2215954,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000006.1?report=genbank&log$=nucltop&blast_rank=12&RID=YYXEHN2U016"",""JASPLA010000006.1"")"
Bipolaris sp. L1-2 Contig00005,63.5,157,27%,2e-08,28.57,2295453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANTPY010000005.1?report=genbank&log$=nucltop&blast_rank=13&RID=YYXEHN2U016"",""JANTPY010000005.1"")"
Bipolaris maydis strain BM1 Scaffold17,67.4,110,33%,1e-09,28.33,838290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAHUAA010000017.1?report=genbank&log$=nucltop&blast_rank=14&RID=YYXEHN2U016"",""JAHUAA010000017.1"")"
Bipolaris zeicola strain GZL10 utg1_pilon,67.4,160,33%,1e-09,28.33,3336719,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUBC010000002.1?report=genbank&log$=nucltop&blast_rank=15&RID=YYXEHN2U016"",""JAEUBC010000002.1"")"
Bipolaris maydis strain BM-1-MG-1 contig_78,67.4,110,33%,1e-09,28.33,3410061,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMFQD010000010.1?report=genbank&log$=nucltop&blast_rank=16&RID=YYXEHN2U016"",""JAMFQD010000010.1"")"
Bipolaris oryzae isolate TG12bL2 contig_1387,47.4,47.4,18%,0.001,27.83,4109,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LNFW01000965"",""LNFW01000965.1"")"
Bipolaris victoriae FI3 Cvic_tig05,50.8,50.8,18%,2e-04,27.43,2532889,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000005"",""AMCY02000005.1"")"
Bipolaris sivanesaniana strain HL-12 Scaffold3,50.4,50.4,18%,2e-04,27.43,3290228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBVFXH010000003.1?report=genbank&log$=nucltop&blast_rank=19&RID=YYXEHN2U016"",""JBVFXH010000003.1"")"
Bipolaris oryzae ATCC 44560 scaffold_320_c1,50.1,50.1,18%,3e-04,27.43,13910,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCO01000355"",""AMCO01000355.1"")"
Bipolaris oryzae ATCC 44560 scaffold_283_c1,50.1,50.1,18%,3e-04,27.43,20457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCO01000316"",""AMCO01000316.1"")"
Bipolaris zeicola strain Cocca1 scaffold_561,49.7,49.7,18%,3e-04,27.43,4445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJMUZ010000559.1?report=genbank&log$=nucltop&blast_rank=22&RID=YYXEHN2U016"",""JAJMUZ010000559.1"")"
Bipolaris zeicola 26-R-13 scaffold_561_c1,49.7,49.7,18%,3e-04,27.43,4445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCN01000596"",""AMCN01000596.1"")"
Bipolaris cookei strain LSLP18.3 scaffold176,50.1,50.1,22%,3e-04,26.81,16425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRSV01000176"",""NRSV01000176.1"")"
Bipolaris victoriae FI3 Cvic_tig04,52.8,102,55%,4e-05,26.64,2909536,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000004"",""AMCY02000004.1"")"
Bipolaris oryzae isolate TG12bL2 contig_907,52.0,52.0,18%,7e-05,26.55,11221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LNFW01000749"",""LNFW01000749.1"")"
Bipolaris oryzae isolate F1409 scaffold_3,52.0,52.0,18%,7e-05,26.55,3285527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYG010000003.1?report=genbank&log$=nucltop&blast_rank=27&RID=YYXEHN2U016"",""JBNFYG010000003.1"")"
Bipolaris sorokiniana strain BRIP27492a chromosome 16,50.1,50.1,18%,3e-04,26.55,1509589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZG01000016"",""SRZG01000016.1"")"
Bipolaris maydis ATCC 48331 COCC4scaffold_51_Cont699,49.3,49.3,18%,4e-04,26.55,2090,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AIHU01000699"",""AIHU01000699.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_4_Cont104,49.3,49.3,18%,4e-04,26.55,4772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000104"",""AEIN01000104.1"")"
Bipolaris maydis C5 COCHEscaffold_66_Cont86,49.3,49.3,18%,5e-04,26.55,37257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AIDY01000086"",""AIDY01000086.1"")"
Bipolaris oryzae isolate F1409 scaffold_1,49.3,49.3,18%,5e-04,26.55,3766039,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYG010000001.1?report=genbank&log$=nucltop&blast_rank=32&RID=YYXEHN2U016"",""JBNFYG010000001.1"")"
Bipolaris maydis strain HAW225 J3E73scaffold_14_Cont17,49.3,49.3,18%,5e-04,26.55,1528514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQRND010000017.1?report=genbank&log$=nucltop&blast_rank=33&RID=YYXEHN2U016"",""JAQRND010000017.1"")"
Bipolaris maydis C5 COCHEscaffold_2_Cont5,49.3,49.3,18%,5e-04,26.55,2502562,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AIDY01000005"",""AIDY01000005.1"")"
Bipolaris maydis strain C5 PSV09scaffold_2,49.3,49.3,18%,5e-04,26.55,3549067,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JARAAY010000002.1?report=genbank&log$=nucltop&blast_rank=35&RID=YYXEHN2U016"",""JARAAY010000002.1"")"
Bipolaris maydis strain C4 PSV08scaffold_2_Cont9,49.3,49.3,18%,5e-04,26.55,3613470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JARAAZ010000009.1?report=genbank&log$=nucltop&blast_rank=36&RID=YYXEHN2U016"",""JARAAZ010000009.1"")"
Bipolaris maydis strain Hm338 J3E74scaffold_1,49.3,49.3,18%,5e-04,26.55,3642497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQSSY010000001.1?report=genbank&log$=nucltop&blast_rank=37&RID=YYXEHN2U016"",""JAQSSY010000001.1"")"
Bipolaris oryzae isolate F1253 scaffold_2,49.3,49.3,18%,5e-04,26.55,3695275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBMDHY010000002.1?report=genbank&log$=nucltop&blast_rank=38&RID=YYXEHN2U016"",""JBMDHY010000002.1"")"
Bipolaris oryzae isolate F1371 scaffold_1,49.3,49.3,18%,5e-04,26.55,3775553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYF010000001.1?report=genbank&log$=nucltop&blast_rank=39&RID=YYXEHN2U016"",""JBNFYF010000001.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 9,48.9,48.9,18%,5e-04,26.55,2027545,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000009.1?report=genbank&log$=nucltop&blast_rank=40&RID=YYXEHN2U016"",""JASPLA010000009.1"")"
Bipolaris sorokiniana strain HD 3091 contig_465,48.5,48.5,18%,6e-04,26.55,3500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFT010000166.1?report=genbank&log$=nucltop&blast_rank=41&RID=YYXEHN2U016"",""JBJRFT010000166.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_5_Cont134,48.5,48.5,18%,7e-04,26.55,5333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000134"",""AEIN01000134.1"")"
Bipolaris cookei strain LSLP18.3 scaffold157,48.5,48.5,18%,7e-04,26.55,25948,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRSV01000157"",""NRSV01000157.1"")"
Bipolaris sorokiniana strain KO 5803 contig_535,48.5,48.5,18%,7e-04,26.55,9744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFS010000432.1?report=genbank&log$=nucltop&blast_rank=44&RID=YYXEHN2U016"",""JBJRFS010000432.1"")"
Bipolaris maydis strain BM-1-MG-1 contig_74,48.5,48.5,18%,7e-04,26.55,1552136,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAMFQD010000040.1?report=genbank&log$=nucltop&blast_rank=45&RID=YYXEHN2U016"",""JAMFQD010000040.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_3_Cont4,48.5,48.5,18%,7e-04,26.55,3280808,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000004.1?report=genbank&log$=nucltop&blast_rank=46&RID=YYXEHN2U016"",""JAQZZQ010000004.1"")"
Bipolaris maydis strain PR1x412 J3E72scaffold_2,48.5,48.5,18%,7e-04,26.55,3496579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZP010000002.1?report=genbank&log$=nucltop&blast_rank=47&RID=YYXEHN2U016"",""JAQZZP010000002.1"")"
Bipolaris sorokiniana strain HI 1538 contig_395_pilon,48.5,48.5,18%,7e-04,26.55,20892,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000148.1?report=genbank&log$=nucltop&blast_rank=48&RID=YYXEHN2U016"",""JBJRFN010000148.1"")"
Bipolaris sorokiniana ND90Pr COCSAscaffold_5_Cont135,48.5,48.5,18%,7e-04,26.55,29298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AEIN01000135"",""AEIN01000135.1"")"
Bipolaris sorokiniana strain SEED 28 contig_535,48.5,48.5,18%,8e-04,26.55,47423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFP010000166.1?report=genbank&log$=nucltop&blast_rank=50&RID=YYXEHN2U016"",""JBJRFP010000166.1"")"
Bipolaris sorokiniana strain Black contig_425_pilon,48.5,48.5,18%,8e-04,26.55,95018,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFO010000152.1?report=genbank&log$=nucltop&blast_rank=51&RID=YYXEHN2U016"",""JBJRFO010000152.1"")"
Bipolaris sorokiniana strain RAJ 3972 contig_392,48.5,48.5,18%,8e-04,26.55,127042,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFR010000104.1?report=genbank&log$=nucltop&blast_rank=52&RID=YYXEHN2U016"",""JBJRFR010000104.1"")"
Bipolaris sorokiniana strain DDK 1025 contig_470_pilon,48.5,48.5,18%,8e-04,26.55,213251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFL010000164.1?report=genbank&log$=nucltop&blast_rank=53&RID=YYXEHN2U016"",""JBJRFL010000164.1"")"
Bipolaris cookei strain LSLP18.3 scaffold19,48.5,48.5,18%,8e-04,26.55,445488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/NRSV01000019"",""NRSV01000019.1"")"
Bipolaris sorokiniana strain MP 1261 contig_159_pilon,48.5,48.5,18%,8e-04,26.55,1170245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFM010000023.1?report=genbank&log$=nucltop&blast_rank=55&RID=YYXEHN2U016"",""JBJRFM010000023.1"")"
Bipolaris sorokiniana strain BRIP10943a chromosome 9,48.5,48.5,18%,8e-04,26.55,2084447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZH01000009"",""SRZH01000009.1"")"
Bipolaris zeicola strain GZL10 utg2_pilon,48.5,48.5,18%,8e-04,26.55,2431170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUBC010000003.1?report=genbank&log$=nucltop&blast_rank=57&RID=YYXEHN2U016"",""JAEUBC010000003.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00001,48.5,48.5,18%,8e-04,26.55,3926704,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000001.1?report=genbank&log$=nucltop&blast_rank=58&RID=YYXEHN2U016"",""JBBEUP010000001.1"")"
Bipolaris oryzae isolate F1253 scaffold_1,48.5,48.5,18%,8e-04,26.55,3706920,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBMDHY010000001.1?report=genbank&log$=nucltop&blast_rank=59&RID=YYXEHN2U016"",""JBMDHY010000001.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_8_Cont9,48.5,48.5,18%,8e-04,26.55,2016377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000009.1?report=genbank&log$=nucltop&blast_rank=60&RID=YYXEHN2U016"",""JAQZZQ010000009.1"")"
Bipolaris oryzae isolate TG12bL2 contig_499,48.1,48.1,18%,0.001,26.55,21691,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LNFW01000417"",""LNFW01000417.1"")"
Bipolaris victoriae FI3 Cvic_tig19,64.7,64.7,36%,9e-09,26.38,58772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCY02000019"",""AMCY02000019.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00603,52.0,52.0,25%,7e-05,26.37,20279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000603.1?report=genbank&log$=nucltop&blast_rank=63&RID=YYXEHN2U016"",""JANFPC010000603.1"")"
Bipolaris zeicola strain Cocca1 scaffold_1,47.0,47.0,29%,0.002,26.11,433236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJMUZ010000002.1?report=genbank&log$=nucltop&blast_rank=64&RID=YYXEHN2U016"",""JAJMUZ010000002.1"")"
Bipolaris zeicola 26-R-13 scaffold_1_c1,47.0,47.0,29%,0.002,26.11,433236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/AMCN01000003"",""AMCN01000003.1"")"
Bipolaris zeicola strain GZL10 utg11_pilon,47.0,47.0,29%,0.002,26.11,3090852,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAEUBC010000007.1?report=genbank&log$=nucltop&blast_rank=66&RID=YYXEHN2U016"",""JAEUBC010000007.1"")"
Bipolaris sorokiniana isolate BS112 scf7180000000272.144743:F:5242:168533:F,47.4,47.4,18%,0.002,25.66,168541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/RCTM01000043"",""RCTM01000043.1"")"
Bipolaris maydis strain PR9b J3E71scaffold_4_Cont5,45.8,45.8,18%,0.005,25.66,2601692,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZQ010000005.1?report=genbank&log$=nucltop&blast_rank=68&RID=YYXEHN2U016"",""JAQZZQ010000005.1"")"
Bipolaris maydis strain PR1x412 J3E72scaffold_4,45.8,45.8,18%,0.005,25.66,2791288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAQZZP010000004.1?report=genbank&log$=nucltop&blast_rank=69&RID=YYXEHN2U016"",""JAQZZP010000004.1"")"
Bipolaris sorokiniana strain HI 1538 contig_578_pilon,45.4,45.4,18%,0.006,25.66,3603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000255.1?report=genbank&log$=nucltop&blast_rank=70&RID=YYXEHN2U016"",""JBJRFN010000255.1"")"
Bipolaris sorokiniana strain KO 5803 contig_1070,45.4,45.4,18%,0.006,25.66,39849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFS010000053.1?report=genbank&log$=nucltop&blast_rank=71&RID=YYXEHN2U016"",""JBJRFS010000053.1"")"
Bipolaris sorokiniana strain HI 1538 contig_464_pilon,45.4,45.4,18%,0.006,25.66,7433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFN010000194.1?report=genbank&log$=nucltop&blast_rank=72&RID=YYXEHN2U016"",""JBJRFN010000194.1"")"
Bipolaris sorokiniana strain RAJ 3705 contig_361_pilon,45.4,45.4,18%,0.007,25.66,30334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFQ010000349.1?report=genbank&log$=nucltop&blast_rank=73&RID=YYXEHN2U016"",""JBJRFQ010000349.1"")"
Bipolaris sorokiniana strain Black contig_159_pilon,45.4,45.4,18%,0.007,25.66,54350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFO010000022.1?report=genbank&log$=nucltop&blast_rank=74&RID=YYXEHN2U016"",""JBJRFO010000022.1"")"
Bipolaris sorokiniana strain MP 1261 contig_508_pilon,45.4,45.4,18%,0.007,25.66,57546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFM010000180.1?report=genbank&log$=nucltop&blast_rank=75&RID=YYXEHN2U016"",""JBJRFM010000180.1"")"
Bipolaris sorokiniana strain MP 1261 contig_359_pilon,45.4,45.4,18%,0.007,25.66,60413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFM010000125.1?report=genbank&log$=nucltop&blast_rank=76&RID=YYXEHN2U016"",""JBJRFM010000125.1"")"
Bipolaris sp. L1-2 Contig00024,45.4,45.4,18%,0.007,25.66,75415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANTPY010000024.1?report=genbank&log$=nucltop&blast_rank=77&RID=YYXEHN2U016"",""JANTPY010000024.1"")"
Bipolaris sorokiniana strain BRIP10943a CS10_contig_19,45.4,45.4,18%,0.007,25.66,89453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZH01000018"",""SRZH01000018.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 14,45.4,45.4,18%,0.007,25.66,1728020,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000014.1?report=genbank&log$=nucltop&blast_rank=79&RID=YYXEHN2U016"",""JASPLA010000014.1"")"
Bipolaris oryzae isolate F1409 scaffold_17,48.1,48.1,19%,0.001,25.62,121955,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBNFYG010000017.1?report=genbank&log$=nucltop&blast_rank=80&RID=YYXEHN2U016"",""JBNFYG010000017.1"")"
Bipolaris maydis strain KET7 scaffold_238,117,117,68%,3e-25,25.43,19518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJMZA010000238.1?report=genbank&log$=nucltop&blast_rank=81&RID=YYXEHN2U016"",""JAJMZA010000238.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00011,71.2,120,51%,8e-11,24.76,1953201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000011.1?report=genbank&log$=nucltop&blast_rank=82&RID=YYXEHN2U016"",""JBBEUP010000011.1"")"
Bipolaris oryzae isolate TG12bL2 contig_237,76.6,126,68%,2e-12,24.20,29008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/LNFW01000202"",""LNFW01000202.1"")"
Bipolaris sorokiniana strain DDK 1025 contig_228_pilon,76.6,126,68%,2e-12,24.20,234175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBJRFL010000048.1?report=genbank&log$=nucltop&blast_rank=84&RID=YYXEHN2U016"",""JBJRFL010000048.1"")"
Bipolaris sorokiniana strain ND93-1 chromosome 8,76.6,126,68%,2e-12,24.20,2028267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JASPLA010000008.1?report=genbank&log$=nucltop&blast_rank=85&RID=YYXEHN2U016"",""JASPLA010000008.1"")"
Bipolaris sorokiniana isolate Yt-6 Contig00006,76.6,126,68%,2e-12,24.20,2340117,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBEUP010000006.1?report=genbank&log$=nucltop&blast_rank=86&RID=YYXEHN2U016"",""JBBEUP010000006.1"")"
Bipolaris sorokiniana strain WAI2411 WAI2411_contig_19_racon3,52.8,52.8,33%,4e-05,23.93,94671,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZE01000021"",""SRZE01000021.1"")"
Bipolaris sorokiniana strain WAI2411 chromosome 9,50.1,50.1,33%,3e-04,23.93,2111142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/SRZE01000007"",""SRZE01000007.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00164,64.3,64.3,33%,1e-08,23.33,50774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000164.1?report=genbank&log$=nucltop&blast_rank=89&RID=YYXEHN2U016"",""JANFPF010000164.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00025,64.3,64.3,33%,1e-08,23.33,51425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000025.1?report=genbank&log$=nucltop&blast_rank=90&RID=YYXEHN2U016"",""JANFPB010000025.1"")"
Bipolaris gigantea strain 17MA018 17MA004_Mas333_Reference_Scaffold00087,64.3,64.3,33%,1e-08,23.33,71236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPC010000087.1?report=genbank&log$=nucltop&blast_rank=91&RID=YYXEHN2U016"",""JANFPC010000087.1"")"
Bipolaris gigantea strain 17CL005 17CL005_Mas333_Reference_Scaffold00026,64.3,64.3,33%,1e-08,23.33,96356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPG010000026.1?report=genbank&log$=nucltop&blast_rank=92&RID=YYXEHN2U016"",""JANFPG010000026.1"")"
Bipolaris gigantea strain 17MA004 17MA004-new_Mas3.3_Scaffold01388,58.9,58.9,42%,5e-07,23.13,5757,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPD010001388.1?report=genbank&log$=nucltop&blast_rank=93&RID=YYXEHN2U016"",""JANFPD010001388.1"")"
Bipolaris gigantea strain 18NL004 18NL004-new_Mas3.3_Scaffold00569,58.9,58.9,42%,5e-07,23.13,20653,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPA010000569.1?report=genbank&log$=nucltop&blast_rank=94&RID=YYXEHN2U016"",""JANFPA010000569.1"")"
Bipolaris gigantea isolate 15JK003 15JK03_V_Contig00439,58.9,58.9,42%,5e-07,23.13,22489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JALPSE010000439.1?report=genbank&log$=nucltop&blast_rank=95&RID=YYXEHN2U016"",""JALPSE010000439.1"")"
Bipolaris gigantea strain 17UKY004 17UKY004_Mas330_Scaffold00349,58.9,58.9,42%,5e-07,23.13,23266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPB010000349.1?report=genbank&log$=nucltop&blast_rank=96&RID=YYXEHN2U016"",""JANFPB010000349.1"")"
Bipolaris gigantea strain 17CL014 17CL014_Mas333_Reference_Scaffold00360,58.9,58.9,42%,5e-07,23.13,31975,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPF010000360.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYXEHN2U016"",""JANFPF010000360.1"")"
Bipolaris gigantea strain 17LC008 17LC008_Mas339_Reference_Scaffold00397,58.9,58.9,42%,5e-07,23.13,32389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPE010000397.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYXEHN2U016"",""JANFPE010000397.1"")"
Bipolaris gigantea strain 17CL005 17CL005_Mas333_Reference_Scaffold00103,58.9,58.9,42%,5e-07,23.13,59215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JANFPG010000103.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYXEHN2U016"",""JANFPG010000103.1"")"
Bipolaris gigantea isolate BG_F utg8_pilon_pilon,58.9,58.9,42%,5e-07,23.13,698541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JBBXZX010000003.1?report=genbank&log$=nucltop&blast_rank=100&RID=YYXEHN2U016"",""JBBXZX010000003.1"")"



		


