#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
006_SN-004_tig74rc_ToxTA	+	7942	8877	936	I-34-1_Horizon_ToxTA	+	8726	9661	936	841/934	90.0%
006_SN-004_tig74rc_ToxTA	+	7942	8877	936	Den17_Horizon_ToxTA	+	8729	9664	936	841/934	90.0%
006_SN-004_tig74rc_ToxTA	+	7942	8877	936	1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	841/934	90.0%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI3285_Chr02_Sanc_ToxTA	+	8599	9517	919	656/917	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI2431_Chr07_Sanc_ToxTA	+	8629	9549	921	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	13983	6032	SN15_Chr05_Horiz_ToxTA	+	8535	15110	6576	3832/5539	69.2%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI2432_tig045_chr08_chr07_Sanc_ToxTA	+	8631	9553	923	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI3398_Chr04_Sanc_ToxTA	+	8631	9550	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI3384_Chr16_Sanc_ToxTA	+	8631	9550	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI3382_Chr06_Sanc_ToxTA	+	8629	9548	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI3295_tig122_Sanc_ToxTA	+	8625	9544	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	WAI2411_Chr02_Sanc_ToxTA	+	8636	9555	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	K9_Horizon_ToxTA	+	10230	11149	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	K6_Horizon_ToxTA	+	10208	11127	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	K11_Horizon_ToxTA	+	10208	11127	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	8869	918	CS10_Chr08_Sanc_ToxTA	+	8638	9557	920	656/918	71.5%
006_SN-004_tig74rc_ToxTA	+	7952	10736	2785	Aventri_BMP2768_Sanctuary_ToxTA	+	8638	11459	2822	1904/2593	73.4%
006_SN-004_tig74rc_ToxTA	+	8356	8452	97	T103-1_tig144_Horizon_Start_ToxTA	+	14165	14261	97	90/97	92.8%
006_SN-004_tig74rc_ToxTA	+	8356	8826	471	T103-1_tig175rc_Horizon_Mid_ToxTA	+	4823	5293	471	423/471	89.8%
006_SN-004_tig74rc_ToxTA	+	8373	13313	4941	SN15_Chr05_Horiz_ToxTA	+	20280	25389	5110	3919/4731	82.8%
006_SN-004_tig74rc_ToxTA	+	8580	14058	5479	SN15_Chr05_Horiz_ToxTA	+	20359	25611	5253	3328/4702	70.8%
006_SN-004_tig74rc_ToxTA	+	8685	8877	193	I-33-16_Horizon_ToxTA	+	14737	14931	195	170/193	88.1%
006_SN-004_tig74rc_ToxTA	+	8818	8877	60	T103-1_tig175rc_Horizon_Mid_ToxTA	+	11144	11205	62	54/60	90.0%
006_SN-004_tig74rc_ToxTA	+	8841	14058	5218	DAOMC182701_tig02_ToxTA	+	9703	14591	4889	3123/4416	70.7%
006_SN-004_tig74rc_ToxTA	+	9000	14058	5059	G211-5_tig03rc_ToxTA	+	10523	15581	5059	5025/5059	99.3%
006_SN-004_tig74rc_ToxTA	+	9314	10242	929	T103-1_tig175rc_Horizon_Mid_ToxTA	+	11167	12099	933	836/929	90.0%
006_SN-004_tig74rc_ToxTA	+	9314	14057	4744	SN15_Chr05_Horiz_ToxTA	+	9425	14491	5067	3130/4364	71.7%
006_SN-004_tig74rc_ToxTA	+	9314	12309	2996	C16-42F_tig1781rc_ToxTA_Mid	+	1	3000	3000	2968/2996	99.1%
006_SN-004_tig74rc_ToxTA	+	9314	13166	3853	I-33-16_Horizon_ToxTA	+	14893	18794	3902	3481/3847	90.5%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI3285_Chr02_Sanc_ToxTA	+	9498	13475	3978	2815/3722	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI3398_Chr04_Sanc_ToxTA	+	9531	13532	4002	2816/3725	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI3384_Chr16_Sanc_ToxTA	+	9531	13531	4001	2815/3724	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI3382_Chr06_Sanc_ToxTA	+	9529	13530	4002	2816/3725	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI3295_tig122_Sanc_ToxTA	+	9525	13524	4000	2815/3724	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI2432_tig045_chr08_chr07_Sanc_ToxTA	+	9534	13532	3999	2814/3722	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI2431_Chr07_Sanc_ToxTA	+	9530	13529	4000	2816/3725	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	WAI2411_Chr02_Sanc_ToxTA	+	9536	13535	4000	2816/3725	75.6%
006_SN-004_tig74rc_ToxTA	+	9321	12132	2812	K9_Horizon_ToxTA	+	11130	14215	3086	2059/2812	73.2%
006_SN-004_tig74rc_ToxTA	+	9321	12132	2812	K6_Horizon_ToxTA	+	11108	14193	3086	2059/2812	73.2%
006_SN-004_tig74rc_ToxTA	+	9321	12132	2812	K11_Horizon_ToxTA	+	11108	14193	3086	2059/2812	73.2%
006_SN-004_tig74rc_ToxTA	+	9321	13045	3725	CS10_Chr08_Sanc_ToxTA	+	9538	13539	4002	2816/3725	75.6%
006_SN-004_tig74rc_ToxTA	+	10224	12766	2543	T103-1_tig175rc_Horizon_Mid_ToxTA	+	17332	19874	2543	2319/2543	91.2%
006_SN-004_tig74rc_ToxTA	+	10700	14058	3359	Aventri_BMP2768_Sanctuary_ToxTA	+	11050	14080	3031	1964/2813	69.8%
006_SN-004_tig74rc_ToxTA	+	11714	13166	1453	Den17_Horizon_ToxTA	+	18342	19839	1498	1325/1447	91.6%
006_SN-004_tig74rc_ToxTA	+	11714	13166	1453	1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	1325/1447	91.6%
006_SN-004_tig74rc_ToxTA	+	12063	13865	1803	I73-1_contig_3_Horizon_ToxTA	+	12118	13709	1592	1106/1505	73.5%
006_SN-004_tig74rc_ToxTA	+	12063	13865	1803	I-34-1_Horizon_ToxTA	+	12118	13709	1592	1106/1505	73.5%
006_SN-004_tig74rc_ToxTA	+	12063	14058	1996	M4_chr6_Horiz_ToxTA	+	12118	13902	1785	1289/1698	75.9%
006_SN-004_tig74rc_ToxTA	+	12063	14058	1996	I-33-16_Horizon_ToxTA	+	17388	19172	1785	1289/1698	75.9%
006_SN-004_tig74rc_ToxTA	+	12063	14058	1996	Den17_Horizon_ToxTA	+	18433	20217	1785	1289/1698	75.9%
006_SN-004_tig74rc_ToxTA	+	12063	14058	1996	1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	1289/1698	75.9%
006_SN-004_tig74rc_ToxTA	+	12745	12944	200	T103-1_tig175rc_Horizon_Mid_ToxTA	+	25657	25856	200	187/200	93.5%
006_SN-004_tig74rc_ToxTA	+	12935	13166	232	T103-1_tig174rc_Horizon_End_ToxTA	+	1	277	277	176/226	77.9%
006_SN-004_tig74rc_ToxTA	+	13381	14058	678	C16-42_tig2136_ToxTA_End	+	1	678	678	676/678	99.7%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI3398_Chr04_Sanc_ToxTA	+	13465	14073	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI3384_Chr16_Sanc_ToxTA	+	13464	14072	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI3382_Chr06_Sanc_ToxTA	+	13463	14071	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI3295_tig122_Sanc_ToxTA	+	13457	14065	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI2432_tig045_chr08_chr07_Sanc_ToxTA	+	13465	14073	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI2431_Chr07_Sanc_ToxTA	+	13462	14070	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	WAI2411_Chr02_Sanc_ToxTA	+	13468	14076	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	CS10_Chr08_Sanc_ToxTA	+	13472	14080	609	459/604	76.0%
006_SN-004_tig74rc_ToxTA	+	13455	14058	604	T103-1_tig174rc_Horizon_End_ToxTA	+	47	655	609	561/604	92.9%
006_SN-004_tig74rc_ToxTA	+	13477	14058	582	WAI3285_Chr02_Sanc_ToxTA	+	13434	14016	583	446/582	76.6%
006_SN-004_tig74rc_ToxTA	+	13860	14058	199	I73-1_contig_3_Horizon_ToxTA	+	19080	19278	199	188/199	94.5%
006_SN-004_tig74rc_ToxTA	+	13860	14058	199	I-34-1_Horizon_ToxTA	+	19080	19278	199	188/199	94.5%
1CBFP_cont1.4_Horiz_ToxTA	+	1	20267	20267	Den17_Horizon_ToxTA	+	1	20267	20267	20266/20266	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	1	20267	20267	1CBFP_cont1.4_Horiz_ToxTA	+	1	20267	20267	20267/20267	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI3285_Chr02_Sanc_ToxTA	+	1	11312	11312	10416/11181	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI3398_Chr04_Sanc_ToxTA	+	1	11367	11367	10448/11212	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI3382_Chr06_Sanc_ToxTA	+	1	11365	11365	10449/11211	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI3295_tig122_Sanc_ToxTA	+	1	11360	11360	10444/11207	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI2431_Chr07_Sanc_ToxTA	+	1	11364	11364	10448/11209	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI2432_tig045_chr08_chr07_Sanc_ToxTA	+	1	11370	11370	10451/11213	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI3384_Chr16_Sanc_ToxTA	+	1	11367	11367	10449/11214	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	WAI2411_Chr02_Sanc_ToxTA	+	1	11370	11370	10452/11214	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	Pnod_LDN03-Sn4_Chr08_ToxTA	+	1	11011	11011	10127/10849	93.3%
1CBFP_cont1.4_Horiz_ToxTA	+	4	10567	10564	SN15_Chr05_Horiz_ToxTA	+	1	10364	10364	9922/10320	96.1%
1CBFP_cont1.4_Horiz_ToxTA	+	4	7361	7358	DAOMC182701_tig02_ToxTA	+	1	7106	7106	7061/7106	99.4%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	S419-22F_tig62_ToxTA	+	1	11012	11012	10114/10851	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	S415-3_tig05_ToxTA	+	1	11012	11012	10130/10851	93.4%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	B313-13_tig31rc_ToxTA	+	1	11012	11012	10123/10851	93.3%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	006_SN-004_tig74rc_ToxTA	+	1	11012	11012	10114/10851	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	8196	8193	C16-42F_tig894rc_ToxTA_start	+	1	7952	7952	7880/7952	99.1%
1CBFP_cont1.4_Horiz_ToxTA	+	4	8196	8193	G211-5_tig03rc_ToxTA	+	1	7952	7952	7869/7952	99.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	Pnod_Sn2000_Chr08_ToxTA	+	1	11012	11012	10142/10849	93.5%
1CBFP_cont1.4_Horiz_ToxTA	+	4	9149	9146	T103-1_tig144_Horizon_Start_ToxTA	+	1	8905	8905	8903/8905	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	5116	5113	K9_Horizon_ToxTA	+	1	5179	5179	5075/5113	99.3%
1CBFP_cont1.4_Horiz_ToxTA	+	4	5116	5113	K6_Horizon_ToxTA	+	1	5157	5157	5075/5113	99.3%
1CBFP_cont1.4_Horiz_ToxTA	+	4	5116	5113	K11_Horizon_ToxTA	+	1	5157	5157	5075/5113	99.3%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11328	11325	Aventri_BMP2768_Sanctuary_ToxTA	+	1	11373	11373	10651/11219	94.9%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	CS10_Chr08_Sanc_ToxTA	+	1	11374	11374	10458/11220	93.2%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	I73-1_contig_3_Horizon_ToxTA	+	1	11326	11326	11199/11313	99.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	I-34-1_Horizon_ToxTA	+	1	11326	11326	11199/11313	99.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	9476	9473	I-33-16_Horizon_ToxTA	+	1	9473	9473	9472/9473	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	4	11329	11326	M4_chr6_Horiz_ToxTA	+	1	11326	11326	11320/11326	99.9%
1CBFP_cont1.4_Horiz_ToxTA	+	5057	11329	6273	K6_Horizon_ToxTA	+	6624	12944	6321	5410/6167	87.7%
1CBFP_cont1.4_Horiz_ToxTA	+	5057	11329	6273	K9_Horizon_ToxTA	+	6646	12966	6321	5411/6167	87.7%
1CBFP_cont1.4_Horiz_ToxTA	+	5057	11329	6273	K11_Horizon_ToxTA	+	6624	12944	6321	5411/6167	87.7%
1CBFP_cont1.4_Horiz_ToxTA	+	7357	8196	840	DAOMC182701_tig02_ToxTA	+	8582	9423	842	619/840	73.7%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9485	757	G211-5_tig03rc_ToxTA	+	7942	8707	766	678/757	89.6%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	Pnod_LDN03-Sn4_Chr08_ToxTA	+	7941	8876	936	838/934	89.7%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	Pnod_Sn2000_Chr08_ToxTA	+	7942	8877	936	839/934	89.8%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	S415-3_tig05_ToxTA	+	7942	8877	936	840/934	89.9%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	S419-22F_tig62_ToxTA	+	7942	8877	936	841/934	90.0%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	B313-13_tig31rc_ToxTA	+	7942	8877	936	841/934	90.0%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	9664	936	006_SN-004_tig74rc_ToxTA	+	7942	8877	936	841/934	90.0%
1CBFP_cont1.4_Horiz_ToxTA	+	8729	11328	2600	DAOMC182701_tig02_ToxTA	+	9413	12014	2602	2298/2600	88.4%
1CBFP_cont1.4_Horiz_ToxTA	+	9141	9238	98	T103-1_tig144_Horizon_Start_ToxTA	+	14165	14262	98	96/98	98.0%
1CBFP_cont1.4_Horiz_ToxTA	+	9141	9611	471	T103-1_tig175rc_Horizon_Mid_ToxTA	+	4823	5293	471	469/471	99.6%
1CBFP_cont1.4_Horiz_ToxTA	+	9470	11329	1860	I-33-16_Horizon_ToxTA	+	14737	16596	1860	1856/1860	99.8%
1CBFP_cont1.4_Horiz_ToxTA	+	9603	10558	956	T103-1_tig175rc_Horizon_Mid_ToxTA	+	11144	12099	956	950/956	99.4%
1CBFP_cont1.4_Horiz_ToxTA	+	9626	11328	1703	C16-42F_tig1781rc_ToxTA_Mid	+	1	1703	1703	1521/1699	89.5%
1CBFP_cont1.4_Horiz_ToxTA	+	9626	11328	1703	G211-5_tig03rc_ToxTA	+	10837	12535	1699	1526/1699	89.8%
1CBFP_cont1.4_Horiz_ToxTA	+	10540	11329	790	T103-1_tig175rc_Horizon_Mid_ToxTA	+	17332	18121	790	786/790	99.5%
1CBFP_cont1.4_Horiz_ToxTA	+	10556	11328	773	SN15_Chr05_Horiz_ToxTA	+	22262	23034	773	680/773	88.0%
1CBFP_cont1.4_Horiz_ToxTA	+	11317	11499	183	Den17_Horizon_ToxTA	+	18160	18342	183	181/183	98.9%
1CBFP_cont1.4_Horiz_ToxTA	+	11317	11499	183	1CBFP_cont1.4_Horiz_ToxTA	+	18160	18342	183	181/183	98.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18160	18342	183	Den17_Horizon_ToxTA	+	11317	11499	183	181/183	98.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18160	18342	183	1CBFP_cont1.4_Horiz_ToxTA	+	11317	11499	183	181/183	98.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	18760	419	K9_Horizon_ToxTA	+	13793	14215	423	343/419	81.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	18760	419	K6_Horizon_ToxTA	+	13771	14193	423	343/419	81.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	18760	419	K11_Horizon_ToxTA	+	13771	14193	423	343/419	81.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	18937	596	C16-42F_tig1781rc_ToxTA_Mid	+	2405	3000	596	551/596	92.4%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI3295_tig122_Sanc_ToxTA	+	12187	14065	1879	1572/1875	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI3285_Chr02_Sanc_ToxTA	+	12139	14016	1878	1571/1874	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19394	1053	T103-1_tig175rc_Horizon_Mid_ToxTA	+	18822	19874	1053	1050/1053	99.7%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	S419-22F_tig62_ToxTA	+	11714	13166	1453	1325/1447	91.6%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	006_SN-004_tig74rc_ToxTA	+	11714	13166	1453	1325/1447	91.6%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	S415-3_tig05_ToxTA	+	11714	13166	1453	1325/1447	91.6%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	Pnod_LDN03-Sn4_Chr08_ToxTA	+	11713	13165	1453	1326/1447	91.6%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	B313-13_tig31rc_ToxTA	+	11714	13166	1453	1326/1447	91.6%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	G211-5_tig03rc_ToxTA	+	13237	14689	1453	1327/1447	91.7%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	19839	1498	Pnod_Sn2000_Chr08_ToxTA	+	11714	13166	1453	1330/1447	91.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI3398_Chr04_Sanc_ToxTA	+	12194	14073	1880	1573/1876	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI3384_Chr16_Sanc_ToxTA	+	12194	14072	1879	1572/1875	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI3382_Chr06_Sanc_ToxTA	+	12192	14071	1880	1573/1876	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI2432_tig045_chr08_chr07_Sanc_ToxTA	+	12197	14073	1877	1569/1873	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI2431_Chr07_Sanc_ToxTA	+	12191	14070	1880	1573/1876	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	WAI2411_Chr02_Sanc_ToxTA	+	12197	14076	1880	1573/1876	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	CS10_Chr08_Sanc_ToxTA	+	12201	14080	1880	1573/1876	83.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	Aventri_BMP2768_Sanctuary_ToxTA	+	12201	14080	1880	1723/1876	91.8%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20024	1683	I73-1_contig_3_Horizon_ToxTA	+	12027	13709	1683	1683/1683	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20024	1683	I-34-1_Horizon_ToxTA	+	12027	13709	1683	1683/1683	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	DAOMC182701_tig02_ToxTA	+	12716	14591	1876	1770/1876	94.3%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	SN15_Chr05_Horiz_ToxTA	+	23736	25611	1876	1772/1876	94.5%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	M4_chr6_Horiz_ToxTA	+	12027	13902	1876	1876/1876	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	18342	20217	1876	I-33-16_Horizon_ToxTA	+	17297	19172	1876	1876/1876	100.0%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	G211-5_tig03rc_ToxTA	+	13586	15581	1996	1285/1698	75.7%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	B313-13_tig31rc_ToxTA	+	12063	14058	1996	1288/1698	75.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	S415-3_tig05_ToxTA	+	12063	14058	1996	1289/1698	75.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	Pnod_Sn2000_Chr08_ToxTA	+	12063	14058	1996	1288/1698	75.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	Pnod_LDN03-Sn4_Chr08_ToxTA	+	12062	14057	1996	1289/1698	75.9%
1CBFP_cont1.4_Horiz_ToxTA	+	18433	20217	1785	006_SN-004_tig74rc_ToxTA	+	12063	14058	1996	1289/1698	75.9%
1CBFP_cont1.4_Horiz_ToxTA	+	19373	19572	200	T103-1_tig175rc_Horizon_Mid_ToxTA	+	25657	25856	200	200/200	100.0%
