#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	27752	38818	11067	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	12828	23760	10933	6368/9573	66.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	29373	36731	7359	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	3680	11382	7703	4351/6507	66.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	29394	38542	9149	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	86303	95519	9217	7271/8769	82.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	31625	36101	4477	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	1	4520	4520	3833/4407	87.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	34670	39103	4434	SN15_Chr05_Horiz	+	1	4233	4233	2849/3828	74.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	34734	37716	2983	SN15_Chr05_Horiz	+	4808	7732	2925	2460/2854	86.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35043	36658	1616	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	48495	50265	1771	1061/1477	71.8%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35121	36002	882	SN15_Chr05_Horiz	+	45234	46324	1091	624/865	72.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35180	36101	922	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	6	970	965	590/853	69.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35213	36995	1783	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	60743	62529	1787	1100/1518	72.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35371	38774	3404	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	15261	19054	3794	2155/3129	68.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35406	36995	1590	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	12141	13730	1590	982/1360	72.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	36749	38757	2009	SN15_Chr05_Horiz	+	379	2423	2045	1237/1840	67.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	38312	46428	8117	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	8171	8171	8024/8117	98.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	38686	46428	7743	M4_chr6_Horiz	+	12634	20627	7994	7595/7742	98.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	42753	42880	128	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	44405	44532	128	96/128	75.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47673	52781	5109	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	106362	111210	4849	2914/4326	67.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47713	58906	11194	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	84503	95675	11173	6478/9674	67.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48745	842	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	55807	56648	842	599/842	71.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48745	842	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	8167	9008	842	599/842	71.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48745	842	SN15_Chr05_Horiz	+	25448	26289	842	600/842	71.3%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48743	840	M4_chr6_Horiz	+	20623	21462	840	617/840	73.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	49474	1571	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	45455	47025	1571	1265/1571	80.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	55076	7173	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	57157	63964	6808	4447/6308	70.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48597	58940	10344	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	93738	104210	10473	8806/10177	86.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48733	50225	1493	M4_chr6_Horiz	+	21995	23485	1491	1317/1491	88.3%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48743	50225	1483	SN15_Chr05_Horiz	+	26828	28311	1484	1207/1483	81.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48743	50225	1483	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	9547	11029	1483	1202/1483	81.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48743	50225	1483	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	57187	58669	1483	1209/1483	81.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48819	58921	10103	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	288	10808	10521	6016/8873	67.8%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48828	58906	10079	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	98917	109102	10186	5997/8821	68.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48895	54890	5996	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	58648	64351	5704	3542/5186	68.3%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48900	55792	6893	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	9328	16323	6996	4045/6017	67.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49260	59778	10519	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	66877	78361	11485	7875/9952	79.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49416	50725	1310	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	71916	73176	1261	794/1155	68.7%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49548	58071	8524	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	98476	107063	8588	5203/7516	69.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49636	54890	5255	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	49179	54151	4973	3114/4526	68.8%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49816	50405	590	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58365	58906	542	398/527	75.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49910	59688	9779	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	63921	73629	9709	8630/9611	89.8%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50107	58054	7948	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	68952	76669	7718	4955/7010	70.7%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50192	52464	2273	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	77301	79704	2404	1424/2055	69.3%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50201	56532	6332	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	103972	110396	6425	3708/5584	66.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50212	50613	402	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	56471	56868	398	378/398	95.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50212	57519	7308	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	66671	74090	7420	4797/6596	72.7%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50212	54929	4718	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	94559	99272	4714	4364/4714	92.6%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	50425	59755	9331	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	91216	100303	9088	6689/8501	78.7%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	53343	59691	6349	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	1	6594	6594	5247/6251	83.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58365	58906	542	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	49816	50405	590	398/527	75.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58372	60001	1630	SN15_Chr05_Horiz	+	39767	41307	1541	1169/1496	78.1%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58378	58906	529	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	94154	94748	595	385/513	75.0%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58380	58906	527	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	63866	64380	515	376/467	80.5%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58474	58906	433	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	66355	66860	506	335/422	79.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58474	58906	433	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	56155	56660	506	335/422	79.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58524	60001	1478	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	59577	61036	1460	1218/1429	85.2%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58524	60001	1478	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	49398	50857	1460	1221/1429	85.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58708	59260	553	SN15_Chr05_Horiz	+	28115	28657	543	442/530	83.4%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58708	59249	542	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	58473	59006	534	437/521	83.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58899	59260	362	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11016	11375	360	331/360	91.9%
NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58899	60001	1103	M4_chr6_Horiz	+	23472	24574	1103	982/1103	89.0%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	929	929	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	36857	37745	889	611/843	72.5%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	929	929	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	48559	49447	889	612/843	72.6%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	527	527	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	24959	25473	515	422/503	83.9%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	8171	8171	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	38312	46428	8117	8024/8117	98.9%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	39575	39575	SN15_Chr05_Horiz	+	17283	55571	38289	28273/35849	78.9%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	14220	14220	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	47641	61811	14171	13754/14083	97.7%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	60001	60001	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	1	60001	60001	60001/60001	100.0%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	95	491	397	SN15_Chr05_Horiz	+	2096	2446	351	269/349	77.1%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	95	855	761	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	23393	24151	759	491/696	70.5%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	171	463	293	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	18786	19054	269	217/262	82.8%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	180	491	312	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	42396	42677	282	200/277	72.2%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	180	491	312	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	30694	30975	282	199/277	71.8%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	216	9008	8793	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	49249	57998	8750	8581/8750	98.1%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	216	9008	8793	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	37547	46296	8750	8637/8750	98.7%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	295	11375	11081	M4_chr6_Horiz	+	12528	23833	11306	10503/11037	95.2%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	4442	4569	128	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	44405	44532	128	95/128	74.2%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6067	6121	55	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	53750	53804	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6067	6121	55	SN15_Chr05_Horiz	+	23391	23445	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6067	6121	55	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	53707	53761	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	SN15_Chr05_Horiz	+	23348	23402	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6067	6121	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	M4_chr6_Horiz	+	18326	18380	55	53/55	96.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	8167	9008	842	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48745	842	599/842	71.1%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	9547	10295	749	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	46294	47049	756	599/749	80.0%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	9547	34940	25394	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	57996	81921	23926	14263/21344	66.8%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	9547	11029	1483	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48743	50225	1483	1202/1483	81.1%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	10436	14906	4471	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	49179	53520	4342	2844/3969	71.7%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	10436	14958	4523	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	59358	63914	4557	2931/4062	72.2%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11016	11375	360	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58899	59260	362	331/360	91.9%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11028	25473	14446	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	24582	37858	13277	7930/11993	66.1%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11028	25473	14446	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	36284	49560	13277	7922/12033	65.8%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11174	11437	264	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	34126	34367	242	177/241	73.4%
NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11252	13511	2260	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	58901	61297	2397	1414/2047	69.1%
